frame,track_id,class_id,x_center,y_center,width,height
1,105414,2,443.62,722.41,104.28,82.27
1,105417,7,247.75,852.39,394.48,235.16
2,105414,2,443.78,722.35,104.27,82.4
2,105417,7,246.55,851.91,398.11,234.08
3,105414,2,443.73,722.15,104.13,82.32
3,105417,7,246.24,851.82,399.54,233.57
4,105414,2,443.82,722.23,103.87,82.5
4,105417,7,247.07,851.87,396.41,233.85
5,105414,2,443.75,722.24,103.77,82.43
5,105417,7,247.36,851.8,395.22,233.87
6,105414,2,443.7,722.37,103.46,82.33
6,105417,7,247.51,851.74,394.66,233.77
7,105414,2,443.73,722.39,103.38,82.22
7,105417,7,246.65,851.39,397.89,232.96
8,105414,2,443.8,722.42,103.46,82.34
8,105417,7,246.28,851.4,399.09,233.01
9,105414,2,443.82,722.54,103.63,82.41
9,105417,7,246.16,851.39,399.42,233.11
10,105414,2,443.74,722.41,103.66,82.03
10,105417,7,246.11,851.74,399.38,233.87
