frame,track_id,class_id,x_center,y_center,width,height
1,166333,2,679.03,693.39,169.26,92.32
1,166334,2,63.21,984.23,125.88,120.78
1,166335,2,128.53,855.19,253.5,139.07
1,166103,2,418.29,803.6,213.62,125.62
1,166336,2,462.32,600.41,108.05,58.51
2,166333,2,678.67,693.47,169.69,92.29
2,166334,2,63.11,984.44,125.84,120.59
2,166335,2,128.13,854.7,253.69,139.75
2,166103,2,417.85,804.07,212.84,126.51
2,166336,2,462.28,600.22,108.02,58.72
2,166383,0,1504.34,604.21,27.7,63.51
2,166367,0,1470.68,597.16,24.6,67.75
3,166333,2,678.48,693.25,169.78,91.85
3,166334,2,63.23,983.7,126.0,120.62
3,166335,2,127.98,854.6,253.71,140.09
3,166103,2,417.88,803.36,212.69,124.77
3,166336,2,462.31,600.18,107.88,58.86
4,166333,2,677.89,693.29,171.13,92.01
4,166334,2,63.34,983.41,126.1,120.67
4,166335,2,128.23,855.31,253.34,139.76
4,166103,2,417.91,803.57,212.68,125.47
4,166383,0,1503.34,601.79,28.83,68.01
5,166333,2,678.03,693.24,171.88,91.98
5,166334,2,63.45,983.3,126.21,120.73
5,166335,2,128.41,855.65,253.29,139.47
5,166103,2,418.79,803.34,214.25,124.7
5,166394,0,1491.26,599.63,51.13,74.72
5,166383,0,1501.63,600.89,32.29,70.25
6,166333,2,677.81,693.29,172.48,92.37
6,166334,2,63.52,983.14,126.27,120.55
6,166335,2,128.41,855.75,253.09,139.7
6,166103,2,418.01,803.43,212.52,124.6
6,166394,0,1486.6,599.07,44.26,72.69
6,166336,2,461.94,599.99,106.73,59.47
7,166333,2,677.19,693.33,171.58,92.46
7,166334,2,63.33,983.77,126.05,121.34
7,166335,2,131.99,854.21,259.35,143.7
7,166103,2,417.92,803.34,211.66,124.44
7,166394,0,1479.94,598.94,32.1,71.59
7,166336,2,461.36,600.2,107.01,58.74
8,166333,2,677.53,693.11,169.85,92.19
8,166334,2,63.41,983.38,126.1,121.21
8,166335,2,137.26,850.94,270.94,147.13
8,166103,2,417.34,803.43,210.52,124.42
8,166336,2,461.53,600.2,106.77,59.28
9,166333,2,683.37,693.41,160.19,93.28
9,166334,2,63.44,983.22,126.11,121.28
9,166335,2,139.27,849.62,275.41,148.67
9,166103,2,417.37,804.02,210.57,125.01
9,166336,2,461.17,600.4,106.96,59.34
9,166383,0,1493.49,598.39,45.11,73.57
10,166333,2,679.88,693.24,167.27,92.92
10,166334,2,63.48,983.13,126.06,121.2
10,166335,2,140.2,849.18,277.33,149.0
10,166103,2,416.75,804.03,209.06,125.03
10,166383,0,1492.45,598.27,47.2,73.65
