frame,track_id,class_id,x_center,y_center,width,height
1,68589,2,51.05,890.98,102.1,84.47
1,68607,2,673.57,704.19,201.84,95.44
1,68741,5,291.57,994.66,580.97,395.07
1,68082,2,370.23,748.36,215.06,97.12
1,68584,2,636.66,654.13,169.35,82.03
1,68839,2,355.46,614.59,241.37,89.81
1,68694,2,613.54,654.67,121.83,77.73
2,68589,2,51.03,890.98,102.0,84.53
2,68607,2,673.31,703.21,202.76,93.38
2,68741,5,289.67,990.28,577.12,403.71
2,68082,2,370.08,748.25,215.46,97.13
2,68584,2,637.44,654.3,170.85,82.12
2,68839,2,355.11,614.37,243.35,90.73
2,68694,2,610.64,654.88,115.9,77.58
3,68589,2,51.04,891.01,102.09,84.52
3,68607,2,673.17,702.86,202.94,92.25
3,68741,5,292.67,987.54,583.24,409.04
3,68082,2,370.42,748.16,214.25,96.75
3,68584,2,637.86,654.33,171.41,82.13
3,68839,2,355.99,614.57,242.48,88.55
3,68694,2,610.87,654.72,116.08,77.67
4,68589,2,51.02,890.96,102.03,84.51
4,68607,2,673.03,703.13,203.48,91.97
4,68741,5,291.99,991.66,581.87,400.3
4,68082,2,370.7,748.25,214.56,97.0
4,68584,2,637.95,654.3,171.78,82.65
4,68839,2,356.4,614.81,241.18,87.8
4,68694,2,612.04,654.66,118.6,78.12
5,68589,2,50.98,891.02,101.96,84.47
5,68607,2,672.96,702.93,203.47,91.94
5,68741,5,290.34,990.49,578.6,402.88
5,68082,2,370.4,748.14,215.46,96.81
5,68584,2,637.9,654.4,171.6,82.63
5,68839,2,356.6,614.86,240.27,87.63
5,68694,2,609.32,654.84,113.0,78.07
6,68589,2,51.08,891.06,102.15,84.46
6,68607,2,672.96,703.02,202.88,91.24
6,68741,5,289.24,987.14,576.48,409.5
6,68082,2,370.31,748.12,215.61,96.79
6,68584,2,637.95,654.59,171.84,82.79
6,68839,2,356.57,614.75,240.26,87.47
6,68694,2,607.59,654.94,109.66,78.22
7,68589,2,50.99,891.06,101.99,84.51
7,68607,2,673.2,702.75,203.23,91.11
7,68741,5,292.4,984.26,582.8,415.27
7,68082,2,370.41,748.01,214.13,96.45
7,68584,2,638.08,654.45,171.77,82.61
7,68839,2,356.59,614.8,240.85,87.84
7,68694,2,609.76,654.76,113.63,78.2
8,68589,2,51.02,891.02,102.03,84.44
8,68607,2,673.27,702.68,203.74,91.1
8,68741,5,291.38,989.15,580.67,405.41
8,68082,2,370.64,748.07,214.26,96.5
8,68584,2,637.98,654.69,171.42,82.51
8,68839,2,356.61,614.81,240.09,87.9
8,68694,2,608.22,655.01,110.41,78.27
9,68589,2,50.98,890.94,101.96,84.43
9,68607,2,673.18,702.84,203.71,91.75
9,68741,5,293.01,987.73,584.01,408.51
9,68082,2,370.44,747.91,214.95,96.22
9,68584,2,638.07,654.66,171.56,82.69
9,68694,2,608.23,655.13,110.3,78.49
10,68589,2,50.92,890.91,101.84,84.41
10,68607,2,673.09,702.5,203.09,91.5
10,68741,5,287.61,989.85,573.28,403.78
10,68082,2,370.0,747.94,215.08,96.48
10,68584,2,638.41,654.59,172.36,83.11
10,68694,2,610.34,654.96,114.8,78.81
