frame,track_id,class_id,x_center,y_center,width,height
1,10040,2,478.54,629.63,141.22,62.36
1,10088,2,757.45,466.07,40.29,27.71
2,10040,2,478.64,629.66,140.78,62.05
2,10085,2,801.27,465.84,43.77,24.97
3,10085,2,801.21,465.82,43.53,24.78
4,10085,2,800.82,465.84,42.6,24.41
4,10040,2,478.8,629.7,140.75,62.54
5,10085,2,801.24,465.66,41.97,24.42
6,10085,2,801.48,465.53,42.37,24.49
6,10040,2,478.09,629.73,142.17,62.41
7,10085,2,801.27,465.45,42.92,24.77
7,10040,2,478.43,629.51,141.17,62.39
8,10085,2,801.23,465.53,43.21,24.69
9,10085,2,801.15,465.82,43.15,24.5
9,10040,2,478.84,629.57,140.74,61.95
10,10085,2,800.87,466.2,42.82,24.11
10,10040,2,478.7,629.83,140.77,61.77
