frame,track_id,class_id,x_center,y_center,width,height
1,73957,2,1860.9,764.81,118.19,133.03
1,73885,2,1381.44,396.32,182.16,79.89
2,73957,2,1862.65,765.05,114.7,131.94
2,73753,2,107.4,939.18,214.61,185.13
2,73883,2,1476.06,425.92,198.39,88.46
3,73957,2,1872.04,763.48,94.56,124.62
3,73884,2,1649.92,423.32,192.38,84.68
3,73335,5,1777.64,322.23,284.07,278.13
4,73885,2,1390.9,417.34,218.75,112.7
5,73335,5,1776.91,321.65,284.01,282.62
5,73389,2,739.2,455.96,241.47,81.93
5,73883,2,1510.03,417.03,211.46,116.92
6,73883,2,1566.66,414.93,218.73,120.39
7,73884,2,1650.25,414.78,222.15,108.59
8,74001,2,1138.52,444.58,229.68,83.1
8,73884,2,1659.73,410.29,257.48,118.67
8,73885,2,1350.07,389.48,201.59,96.59
8,73389,2,690.75,444.52,182.39,96.82
9,74001,2,1217.94,441.49,222.1,80.41
9,73885,2,1352.3,384.57,196.76,94.78
10,74001,2,1305.33,435.78,219.66,85.77
10,73885,2,1352.77,384.94,196.14,97.82
10,73667,2,1025.45,537.45,264.53,116.89
10,73789,2,662.62,643.05,308.43,142.03
