frame,track_id,class_id,x_center,y_center,width,height
1,2399,2,966.21,669.84,105.91,88.75
1,2403,2,856.11,620.03,84.71,60.8
1,2367,2,869.03,624.11,111.99,73.0
2,2399,2,966.37,670.0,106.42,88.76
2,2403,2,854.42,622.86,83.56,53.2
2,2367,2,862.95,623.95,102.37,70.92
3,2399,2,966.68,669.99,106.6,88.48
3,2403,2,855.74,621.26,84.5,58.82
4,2399,2,966.34,669.99,106.56,88.48
4,2403,2,855.5,620.58,83.67,59.09
5,2399,2,966.44,669.88,105.94,88.27
5,2403,2,855.82,619.95,83.88,59.5
6,2399,2,966.6,670.02,106.88,88.56
6,2403,2,856.2,619.88,85.07,60.33
7,2399,2,966.16,670.0,105.44,88.24
7,2403,2,855.47,620.25,83.45,58.66
8,2399,2,965.73,670.03,104.98,88.46
8,2403,2,855.27,620.51,82.55,57.58
9,2399,2,965.72,670.01,104.79,88.37
9,2403,2,855.2,620.89,82.92,57.16
10,2399,2,965.56,669.9,105.11,88.33
10,2403,2,855.27,621.15,82.65,56.69
