frame,track_id,class_id,x_center,y_center,width,height
1,6266,0,1464.75,772.56,55.52,126.43
1,6204,2,984.86,634.04,90.35,80.72
1,6200,2,663.23,751.46,247.91,150.65
1,6238,2,479.5,628.62,141.07,65.47
1,6210,2,882.4,610.21,86.87,71.0
2,6266,0,1456.56,763.31,47.33,125.5
2,6265,2,365.21,920.58,492.21,301.03
2,6202,2,1010.22,606.29,72.05,67.32
3,6266,0,1455.01,762.4,49.16,126.61
3,6200,2,651.63,753.96,273.1,180.8
4,6266,0,1454.71,770.03,52.04,125.16
4,6032,2,904.11,595.14,79.18,68.06
4,6086,2,999.05,630.75,101.28,72.74
5,6266,0,1457.4,784.84,54.41,128.99
5,6297,2,314.42,1077.68,612.08,226.21
5,6265,2,559.59,819.49,316.02,180.03
6,6266,0,1461.71,810.26,57.63,135.24
6,6200,2,738.58,711.52,195.89,122.82
6,6086,2,998.23,629.99,89.14,71.02
7,6266,0,1474.11,838.15,71.31,142.95
7,6204,2,1019.12,599.38,73.42,70.72
8,6266,0,1491.45,873.25,76.13,164.48
8,6297,5,403.99,949.94,787.01,487.11
9,6266,0,1512.33,912.62,84.19,180.63
9,6297,5,469.91,901.17,919.53,583.5
10,6266,0,1530.83,964.27,100.3,193.03
