frame,track_id,class_id,x_center,y_center,width,height
1,7889,2,477.96,627.06,145.55,60.86
2,7906,2,1114.82,601.11,79.45,60.5
2,7889,2,477.72,627.29,145.12,59.6
2,7798,2,820.82,637.79,114.9,107.32
3,7889,2,477.32,627.07,145.72,59.29
3,7798,2,821.59,640.38,116.11,102.35
4,7889,2,476.82,626.69,148.32,61.15
4,7798,2,818.5,638.42,108.03,102.86
5,7889,2,476.75,627.23,147.21,58.85
5,7798,2,819.56,639.74,106.87,99.87
6,7889,2,475.76,626.43,151.1,62.02
6,7798,2,817.89,640.8,107.63,100.91
6,7723,2,1043.37,903.41,212.33,213.9
7,7889,2,476.32,628.33,148.18,58.23
7,7798,2,817.42,638.1,102.96,102.36
8,7889,2,477.48,627.24,147.68,61.06
8,7798,2,818.82,637.98,105.7,102.21
9,7889,2,475.57,626.3,151.68,62.7
9,7798,2,818.22,637.9,105.23,101.69
9,7906,2,1113.04,616.26,79.86,71.11
10,7889,2,475.57,626.81,149.38,59.98
10,7798,2,815.64,643.43,101.91,92.16
10,7906,2,1119.71,606.15,76.16,63.03
