frame,track_id,class_id,x_center,y_center,width,height
1,62923,2,492.73,699.97,164.51,88.22
1,63505,2,640.65,709.24,163.13,104.48
1,63547,2,279.94,631.78,118.15,52.02
1,63492,2,720.0,624.74,152.4,82.62
1,63742,5,1059.31,502.24,233.09,103.85
2,62923,2,493.79,699.89,166.8,88.1
2,63505,2,641.0,709.16,162.57,103.67
2,63492,2,719.91,624.8,152.11,82.71
3,62923,2,493.73,699.92,166.42,88.04
3,63505,2,640.92,709.23,162.72,104.1
3,63492,2,720.16,624.76,152.42,82.61
3,63547,2,279.94,631.53,118.06,51.27
3,63742,5,1009.28,498.65,227.16,110.82
4,62923,2,495.3,699.64,169.2,87.9
4,63505,2,642.75,709.05,162.86,105.66
4,63492,2,720.24,624.57,152.21,82.55
5,62923,2,498.47,699.74,174.78,88.95
5,63505,2,645.8,707.85,159.83,107.44
5,63492,2,720.48,624.06,152.52,81.23
5,63547,2,279.15,630.54,116.25,51.36
6,62923,2,500.16,699.88,178.75,88.72
6,63505,2,649.95,705.88,160.23,106.67
6,63492,2,721.08,623.58,152.47,79.88
6,63547,2,280.3,631.82,117.63,52.71
7,62923,2,501.46,699.74,181.82,88.17
7,63505,2,655.17,702.56,161.12,103.25
7,63492,2,720.96,622.05,152.51,76.07
7,63547,2,280.47,633.05,118.32,53.76
7,63508,2,385.51,803.83,157.53,122.04
8,62923,2,501.71,699.75,182.74,87.47
8,63505,2,656.28,698.41,160.62,100.66
8,63508,2,385.26,803.69,157.98,121.74
9,62923,2,504.18,700.27,188.58,90.09
9,63505,2,663.87,695.77,154.94,99.28
9,63508,2,385.2,804.23,158.48,122.51
10,62923,2,508.64,700.06,196.68,90.95
10,63505,2,678.88,692.68,160.09,99.54
10,63508,2,385.17,804.32,158.14,122.71
10,63492,2,721.76,618.58,151.41,70.64
10,63547,2,279.82,632.88,117.04,56.54
