frame,track_id,class_id,x_center,y_center,width,height
1,68694,2,593.27,666.69,176.82,87.66
2,68694,2,585.39,674.42,175.1,89.98
2,69365,2,196.23,850.62,231.51,124.5
2,68839,2,384.28,621.85,159.19,69.94
3,68694,2,581.96,677.54,172.63,89.96
3,69365,2,196.4,850.74,231.84,124.67
3,68839,2,392.96,621.06,156.03,67.92
4,68694,2,580.94,678.51,171.91,90.18
4,69365,2,196.59,850.8,232.36,124.49
4,68839,2,396.03,620.91,154.68,67.25
5,68694,2,580.85,678.84,172.4,90.74
5,69365,2,196.77,850.82,232.66,124.2
5,68839,2,396.97,621.13,152.17,66.64
5,69377,2,706.8,692.24,153.51,90.09
6,68694,2,581.19,678.86,173.34,91.09
6,69365,2,196.96,850.77,233.22,123.89
6,68839,2,396.7,620.77,153.19,66.18
6,69377,2,706.4,692.14,154.29,90.13
7,68694,2,581.27,678.68,173.2,90.82
7,69365,2,197.31,850.77,234.05,124.19
7,68839,2,397.04,620.64,153.39,66.04
7,69377,2,708.92,690.06,157.51,94.1
8,68694,2,581.55,678.42,173.27,90.25
8,69365,2,196.67,850.76,233.04,124.45
8,68839,2,396.98,620.67,153.31,65.64
8,69377,2,707.39,691.54,156.33,91.31
9,68694,2,581.32,678.31,173.31,90.47
9,69365,2,196.83,850.66,233.32,124.6
9,68839,2,396.74,620.62,153.54,65.75
9,69377,2,708.61,690.24,156.3,93.48
10,68694,2,581.97,678.31,173.93,91.24
10,69365,2,197.72,851.14,233.99,124.27
10,69377,2,708.41,690.21,158.84,94.84
