frame,track_id,class_id,x_center,y_center,width,height
1,2247,2,408.45,558.69,107.68,50.62
1,2255,2,981.61,625.45,84.91,73.99
1,2260,2,844.62,638.55,119.51,81.9
2,2247,2,408.29,557.71,107.09,48.93
2,2255,2,981.58,625.19,84.7,73.75
2,2260,2,845.63,637.19,120.19,81.7
2,2142,5,388.22,939.92,772.24,495.53
3,2247,2,409.0,558.04,107.94,48.67
3,2255,2,981.83,625.44,84.47,73.61
3,2142,5,428.46,923.05,852.37,543.01
4,2247,2,408.9,558.01,108.48,49.13
4,2255,2,985.89,624.47,75.11,70.6
4,2142,5,467.4,904.25,928.36,588.29
5,2247,2,409.06,558.2,109.09,49.88
5,2142,5,572.32,888.55,831.44,618.67
6,2247,2,408.94,558.17,109.01,50.08
6,2142,5,697.65,833.68,659.17,555.1
7,2247,2,409.11,557.97,109.38,50.06
7,2142,7,791.06,775.4,514.02,463.23
8,2247,2,409.35,557.99,109.81,50.18
8,2142,5,861.69,719.82,399.6,377.78
9,2247,2,409.25,558.03,109.7,50.22
9,2142,5,918.68,671.59,305.35,300.59
10,2247,2,409.14,558.01,109.45,50.3
10,2142,5,959.62,629.7,232.18,240.87
