frame,track_id,class_id,x_center,y_center,width,height
1,89250,2,523.58,692.25,158.15,76.1
1,89337,5,224.6,862.63,447.78,363.77
1,89231,2,305.55,623.51,127.87,59.86
1,89392,2,653.8,712.37,184.16,103.44
2,89250,2,524.87,692.36,160.88,76.27
2,89337,5,224.48,862.65,447.61,363.19
2,89231,2,309.73,623.89,136.61,60.07
2,89536,0,1142.9,638.98,27.32,71.76
2,89392,2,653.74,712.49,183.87,102.91
3,89250,2,523.9,692.46,159.21,76.1
3,89337,5,224.58,863.01,447.94,362.7
3,89231,2,326.88,624.39,170.76,59.82
3,89392,2,653.82,712.79,183.79,102.78
4,89250,2,524.47,692.52,160.71,76.25
4,89337,5,224.13,862.69,447.09,362.33
4,89231,2,311.07,623.05,140.49,61.23
4,89392,2,654.13,712.83,183.82,103.44
5,89250,2,524.48,692.52,160.59,76.29
5,89337,5,224.32,863.03,447.48,362.49
5,89231,2,314.36,623.99,146.58,60.85
5,89392,2,654.7,712.81,182.37,103.09
5,89508,0,1442.66,603.83,29.77,65.08
5,89519,0,1309.3,578.09,21.25,51.77
6,89250,2,524.64,692.48,160.77,76.21
6,89337,5,224.24,863.5,447.08,363.33
6,89231,2,310.1,624.16,137.43,60.65
6,89508,0,1439.66,603.46,27.84,67.29
7,89250,2,525.59,692.46,162.83,76.34
7,89337,5,224.38,863.61,447.39,363.71
7,89231,2,310.66,624.24,138.17,60.51
7,89392,2,655.09,712.96,181.22,102.37
8,89250,2,524.59,692.42,160.59,76.15
8,89337,5,224.28,863.04,447.15,363.59
8,89231,2,307.51,624.06,131.6,59.95
8,89392,2,654.7,713.12,181.38,102.0
8,89519,0,1309.43,579.39,22.05,53.41
9,89250,2,524.34,692.35,160.12,76.08
9,89337,5,224.01,863.23,446.59,364.1
9,89231,2,306.26,623.96,128.63,59.68
9,89392,2,654.44,713.4,181.58,101.75
10,89250,2,524.07,692.45,159.27,76.33
10,89337,5,223.9,863.25,446.24,364.57
10,89231,2,308.92,624.01,133.91,59.55
10,89392,2,655.3,713.12,180.32,101.9
10,89536,0,1142.27,639.52,24.3,70.05
