frame,track_id,class_id,x_center,y_center,width,height
1,58,2,906.76,725.54,166.86,127.84
1,74,2,481.01,873.28,352.28,206.77
1,99,2,768.06,870.34,288.57,222.68
1,205,2,323.89,1151.46,357.43,92.4
2,58,2,907.21,722.73,167.94,121.99
2,74,2,481.36,871.4,353.7,208.46
2,99,2,768.96,869.66,287.83,221.05
2,217,2,274.44,717.75,287.48,150.92
2,66,2,983.12,627.42,106.51,94.18
2,62,2,745.47,711.81,194.75,113.06
3,58,2,911.41,716.38,163.31,113.21
3,74,2,486.26,864.24,349.07,204.47
3,99,2,769.43,869.14,289.83,221.73
3,217,2,263.03,723.16,298.98,155.08
3,66,2,987.39,624.27,100.17,85.39
3,62,2,747.53,710.09,195.04,113.19
3,205,2,325.26,1151.21,355.26,93.53
4,58,2,924.33,701.95,153.1,114.11
4,74,2,505.24,854.17,334.89,193.52
4,99,2,779.04,857.93,281.81,214.87
4,217,2,245.55,728.63,307.86,161.34
4,62,2,765.18,697.02,175.31,106.74
4,205,2,327.84,1149.4,361.4,97.64
5,74,2,554.03,826.98,304.5,183.42
5,99,2,805.68,831.58,259.08,197.11
5,217,2,229.94,733.86,312.23,162.26
5,205,2,283.08,1145.84,426.05,106.61
6,217,2,219.28,737.28,320.84,163.13
6,238,2,1153.95,664.53,90.27,88.28
6,66,2,985.51,633.32,103.86,88.28
7,217,2,212.93,739.35,324.75,165.05
7,285,2,551.99,1025.28,469.51,323.63
7,181,2,1145.73,632.51,82.28,68.64
7,62,2,757.74,698.87,177.48,107.44
8,217,2,209.96,741.04,325.47,163.64
8,181,2,1140.09,615.85,78.43,65.57
8,74,2,528.33,834.84,338.54,185.24
8,99,2,757.57,868.82,291.3,217.09
9,217,2,207.95,740.78,323.15,162.77
9,181,2,1142.95,599.85,76.45,59.75
9,205,2,133.9,1095.84,254.01,196.04
9,66,2,985.06,631.64,98.43,78.29
9,62,2,703.17,727.2,210.05,125.24
10,217,2,208.65,740.97,326.04,162.99
10,58,2,917.21,711.2,154.6,123.12
