frame,track_id,class_id,x_center,y_center,width,height
1,6849,2,844.28,642.64,110.04,78.09
2,6849,2,844.45,642.54,110.42,78.35
3,6849,2,843.24,642.66,108.49,78.74
3,6703,2,488.18,625.42,124.31,65.43
4,6849,2,843.47,642.55,107.98,78.6
5,6849,2,844.45,642.48,110.31,79.19
6,6849,2,844.83,642.52,111.02,79.14
7,6849,2,845.11,642.55,111.63,79.2
7,6703,2,482.93,626.92,134.7,61.79
8,6849,2,844.98,642.46,111.16,78.89
9,6849,2,845.0,642.47,111.23,78.21
9,6703,2,478.45,627.88,143.06,62.77
10,6849,2,845.01,642.39,111.58,78.63
10,6703,2,479.3,628.36,141.48,60.36
