frame,track_id,class_id,x_center,y_center,width,height
1,131797,2,663.09,697.84,190.58,101.16
1,131661,2,290.18,862.46,313.78,150.21
1,131796,0,1046.23,637.99,36.69,61.94
1,131859,0,1132.04,593.14,24.76,59.45
2,131797,2,663.03,697.97,187.91,99.25
2,131661,2,292.11,861.84,314.83,149.76
2,131796,0,1045.9,637.16,36.76,62.3
2,131879,0,1414.8,586.14,30.87,71.47
2,131881,0,1420.9,587.36,31.63,72.25
2,131859,0,1132.9,593.68,24.84,61.45
3,131797,2,662.57,698.01,186.28,98.29
3,131661,2,292.15,861.96,316.21,148.17
3,131796,0,1045.21,637.22,35.19,63.39
3,131881,0,1418.49,587.69,31.92,73.47
3,131859,0,1135.19,593.42,26.4,61.18
4,131797,2,661.97,698.18,184.83,98.63
4,131661,2,289.28,862.83,322.85,150.59
4,131796,0,1044.84,637.82,34.42,63.79
4,131859,0,1136.82,592.2,27.55,59.53
4,131879,0,1410.67,588.25,32.78,75.26
5,131797,2,661.65,697.64,185.24,99.63
5,131661,2,287.58,862.73,317.3,151.36
5,131796,0,1044.85,637.3,35.0,65.16
5,131859,0,1138.55,593.7,27.49,63.24
5,131744,2,619.95,649.34,167.73,82.03
6,131797,2,662.37,697.35,186.99,100.03
6,131661,2,290.0,862.21,318.29,149.62
6,131796,0,1044.82,637.38,34.89,65.08
6,131859,0,1139.23,603.41,28.84,84.16
7,131797,2,662.21,697.79,186.48,99.77
7,131661,2,290.78,862.44,316.33,150.86
7,131796,0,1044.5,637.6,36.08,64.53
7,131744,2,621.72,648.26,162.43,81.72
8,131797,2,662.11,697.7,186.86,99.28
8,131661,2,285.27,862.69,319.12,151.64
8,131796,0,1044.92,637.63,35.6,65.65
8,131859,0,1138.87,613.61,32.62,102.43
9,131797,2,662.31,698.52,185.62,98.63
9,131661,2,286.16,863.5,323.81,151.92
9,131796,0,1045.27,637.78,36.83,66.77
9,131859,0,1139.42,615.79,34.51,106.74
10,131797,2,660.52,699.36,179.92,96.02
10,131661,2,283.8,864.12,322.03,152.67
10,131859,0,1141.26,617.5,37.41,108.25
10,131895,2,679.7,702.23,129.2,93.65
