frame,track_id,class_id,x_center,y_center,width,height
1,86706,2,610.77,728.05,202.53,105.46
1,86756,2,290.48,871.45,300.34,149.61
1,86901,2,206.19,816.79,260.86,126.23
1,86140,2,389.55,625.27,161.73,80.62
1,86858,0,1500.37,609.03,25.23,53.85
1,86871,0,1434.12,598.12,23.27,53.66
2,86706,2,610.56,727.95,202.33,105.69
2,86756,2,290.43,871.36,300.4,149.58
2,86901,2,205.79,816.09,260.66,125.17
2,86140,2,389.62,625.13,161.47,80.41
3,86706,2,610.65,728.02,202.35,105.41
3,86756,2,290.55,871.33,300.69,149.6
3,86901,2,205.96,815.66,261.07,124.72
3,86140,2,389.58,625.29,161.26,80.8
3,86915,2,1381.1,420.67,122.38,48.37
4,86706,2,610.64,727.92,202.35,105.32
4,86756,2,290.34,871.38,300.48,149.33
4,86901,2,205.92,815.49,260.94,124.37
4,86140,2,390.91,618.05,163.83,94.86
4,86858,0,1502.39,609.82,27.87,53.16
4,86871,0,1437.12,598.56,28.45,56.78
5,86706,2,610.66,727.93,202.18,105.16
5,86756,2,290.38,871.46,300.42,149.06
5,86901,2,206.04,815.4,261.42,124.24
5,86140,2,389.05,622.96,161.41,85.47
6,86706,2,610.67,727.9,201.9,104.77
6,86756,2,290.23,871.72,300.03,148.87
6,86901,2,206.19,815.37,262.01,124.02
6,86140,2,389.16,624.53,161.37,82.06
6,86858,0,1500.15,607.26,24.69,57.35
7,86706,2,610.76,727.89,202.34,104.69
7,86756,2,290.18,871.66,300.38,149.01
7,86901,2,205.89,815.37,261.33,124.08
7,86140,2,389.32,625.3,161.23,80.57
7,86932,2,1410.48,419.46,66.55,38.65
8,86706,2,610.82,727.9,202.34,104.8
8,86756,2,290.15,871.36,300.62,149.67
8,86901,2,205.74,815.29,260.8,123.9
8,86140,2,388.86,625.49,160.8,81.55
8,86858,0,1500.32,607.28,23.84,58.35
9,86706,2,610.84,727.94,202.57,105.08
9,86756,2,290.21,871.43,300.59,149.52
9,86901,2,205.77,815.3,260.83,123.84
9,86140,2,389.15,625.59,161.08,80.51
10,86706,2,611.03,727.9,202.34,104.74
10,86756,2,290.03,871.64,300.84,149.4
10,86901,2,205.74,815.37,261.09,124.15
10,86140,2,389.07,625.83,161.5,80.23
