frame,track_id,class_id,x_center,y_center,width,height
1,33747,2,62.25,1124.59,123.33,140.59
2,33747,2,94.56,1108.79,187.43,170.05
3,33747,2,125.97,1102.52,251.09,182.37
3,33869,0,1721.39,760.1,47.6,122.91
4,33747,2,141.22,1098.88,281.63,188.8
5,33747,2,148.06,1097.75,295.6,191.52
6,33747,2,151.5,1096.63,302.35,193.1
6,33898,0,1656.32,845.85,58.61,122.92
7,33747,2,175.4,1088.65,350.4,200.88
7,33898,0,1647.0,883.91,62.02,128.37
8,33747,2,239.94,1067.51,395.93,220.66
8,33898,0,1633.16,941.29,64.42,150.32
9,33898,0,1624.23,1001.8,72.44,166.81
9,33731,2,728.82,676.46,192.25,104.7
10,33898,0,1634.32,1075.99,80.75,187.48
10,33605,2,1786.8,709.06,260.34,94.35
