frame,track_id,class_id,x_center,y_center,width,height
1,27095,2,375.11,767.53,216.81,113.67
1,27360,0,501.46,1016.5,63.54,122.81
2,27095,2,376.73,801.53,256.98,147.07
2,27360,0,496.69,1016.76,50.78,107.32
2,26830,2,256.5,1083.01,339.35,211.36
3,27360,0,496.83,1027.2,51.22,99.84
4,27229,2,183.17,843.37,283.16,138.66
6,27095,2,406.94,803.4,217.0,143.84
6,26830,2,215.22,1085.26,412.53,216.16
9,27483,0,1195.52,776.95,38.03,101.03
9,27486,0,1153.41,776.62,38.63,96.96
9,27059,2,398.86,616.35,158.96,81.86
10,27483,0,1190.83,809.45,43.45,108.55
10,27490,0,1274.67,782.51,42.28,118.85
10,27059,2,386.54,606.92,130.55,67.22
10,26830,2,209.01,1084.71,418.01,218.49
