frame,track_id,class_id,x_center,y_center,width,height
1,71254,2,469.19,596.86,134.3,63.11
1,71251,2,300.3,631.68,146.36,63.23
2,71254,2,469.53,596.64,133.42,62.71
2,71251,2,300.29,631.23,147.17,62.92
3,71254,2,469.46,596.84,132.52,62.79
3,71251,2,301.04,631.51,147.87,63.08
4,71254,2,469.44,597.28,133.86,63.29
4,71251,2,300.77,631.33,147.38,63.7
4,71316,2,471.13,724.1,218.13,93.67
5,71254,2,468.99,596.62,133.32,62.58
5,71251,2,300.6,631.69,146.39,63.23
5,71316,2,500.76,715.26,211.26,92.86
6,71254,2,468.87,596.04,132.95,61.63
6,71251,2,301.03,632.06,146.88,62.91
6,71316,2,524.27,706.49,202.86,92.37
7,71254,2,468.77,595.53,132.26,60.78
7,71251,2,300.66,631.25,146.58,63.33
7,71316,2,536.81,701.67,199.82,91.08
8,71254,2,468.76,596.04,132.08,61.23
8,71251,2,300.68,631.38,146.17,62.82
8,71316,2,539.26,700.69,199.37,91.4
9,71254,2,468.59,596.1,131.81,61.35
9,71251,2,300.23,631.63,145.34,62.75
9,71316,2,539.55,700.33,198.74,90.65
10,71254,2,468.7,595.88,132.24,61.2
10,71251,2,299.87,631.53,145.89,63.85
10,71316,2,539.01,700.79,198.88,91.22
