frame,track_id,class_id,x_center,y_center,width,height
1,42756,2,756.02,684.58,209.39,113.03
1,42801,2,186.86,825.49,193.31,139.01
1,43131,0,1763.87,455.14,49.65,96.03
2,42756,2,756.15,685.07,209.43,113.1
2,42801,2,186.85,826.22,193.38,137.72
2,43131,0,1764.56,455.04,51.26,95.91
3,42756,2,755.52,685.52,208.12,112.76
3,42801,2,186.58,825.31,192.71,139.53
3,43131,0,1766.01,454.56,50.31,96.72
4,42756,2,755.0,685.12,208.49,113.2
4,42801,2,186.82,825.25,192.74,139.9
4,43131,0,1765.71,454.64,40.7,96.8
5,42756,2,755.19,685.4,207.87,113.36
5,42801,2,186.85,825.06,193.11,140.89
6,42756,2,755.23,685.45,207.72,112.72
6,42801,2,186.34,825.05,192.7,140.66
6,43131,0,1767.78,454.09,39.55,97.05
7,42756,2,754.71,685.9,209.27,112.83
7,42801,2,186.7,826.95,193.69,137.42
8,42756,2,754.83,685.86,210.03,112.97
8,42801,2,186.45,826.37,193.04,138.22
9,42756,2,755.0,685.92,209.02,112.52
9,42801,2,186.54,827.04,193.13,136.67
10,42801,2,186.13,827.27,192.34,136.47
