frame,track_id,class_id,x_center,y_center,width,height
1,2997,5,814.24,765.61,439.08,410.07
2,2997,5,813.54,765.53,440.42,409.74
3,2997,5,814.17,765.55,439.7,409.5
4,2997,5,813.93,765.3,441.05,410.65
5,2997,5,813.45,765.31,441.76,410.92
6,2997,5,813.35,765.29,442.26,410.67
6,3030,2,471.35,859.21,267.49,184.17
7,2997,5,813.38,765.94,441.9,411.47
7,3030,2,510.81,827.93,196.89,167.34
8,2997,5,811.21,766.19,444.83,409.55
8,3030,2,536.99,798.25,136.38,149.41
8,3033,0,1509.3,842.65,63.52,132.19
9,2997,5,811.16,766.01,446.97,412.27
9,3033,0,1526.25,838.19,62.89,129.47
10,2997,5,810.98,765.54,447.46,412.46
10,3033,0,1516.31,820.72,64.36,123.35
