frame,track_id,class_id,x_center,y_center,width,height
1,42756,2,509.17,762.59,187.59,121.24
1,42801,2,174.71,924.63,349.41,197.38
1,42935,0,1372.65,597.04,31.68,70.53
1,42993,0,1441.08,608.71,27.43,61.15
2,42756,2,510.27,758.47,185.57,111.37
2,42801,2,174.84,926.08,349.67,200.48
2,42935,0,1371.9,598.21,30.21,70.18
3,42756,2,509.91,761.83,186.58,118.19
3,42801,2,174.72,925.42,349.36,198.88
3,42935,0,1374.56,596.47,31.78,69.72
4,42756,2,510.06,762.51,188.05,122.17
4,42801,2,174.51,928.75,349.01,205.92
4,42935,0,1375.08,596.88,32.05,69.94
5,42756,2,509.89,758.46,187.24,116.73
5,42801,2,174.63,926.82,349.24,201.68
5,42935,0,1374.59,596.96,33.13,69.18
5,42735,2,405.67,616.67,115.51,63.22
6,42756,2,509.99,760.49,188.25,122.27
6,42801,2,174.56,925.96,349.1,200.22
6,42935,0,1374.67,596.67,33.54,67.51
7,42756,2,509.88,761.35,188.49,124.42
7,42801,2,174.53,925.5,349.06,198.98
7,42935,0,1375.97,595.37,32.46,67.44
7,43021,2,667.61,690.51,80.07,78.0
8,42756,2,509.31,761.15,187.82,123.02
8,42801,2,174.56,925.6,349.12,198.59
8,42935,0,1377.71,595.88,32.46,69.1
8,43021,2,665.82,689.15,75.26,79.86
8,42857,2,699.93,684.01,146.1,97.31
9,42756,2,509.51,761.17,188.22,125.17
9,42801,2,174.54,925.56,349.08,198.0
9,42935,0,1378.51,595.92,34.2,70.34
9,43021,2,665.33,688.71,74.84,80.26
9,42993,0,1447.95,608.58,22.32,61.9
10,42756,2,509.05,760.73,187.84,124.79
10,42801,2,174.53,925.55,349.06,198.76
10,42935,0,1377.25,595.75,32.95,70.94
10,42993,0,1445.72,608.58,24.61,63.36
10,42735,2,406.2,615.69,114.85,59.14
