frame,track_id,class_id,x_center,y_center,width,height
1,33135,5,633.25,683.08,400.46,250.19
1,33423,2,330.12,781.98,217.63,115.86
1,33181,2,410.36,614.86,131.75,68.77
1,33422,2,1439.6,431.75,55.85,33.73
2,33135,5,633.88,683.52,398.09,251.1
2,33423,2,330.77,782.04,219.08,116.36
2,33181,2,412.17,615.22,131.43,69.78
3,33135,5,634.73,684.0,398.99,250.62
3,33423,2,330.45,782.05,218.47,116.45
3,33181,2,414.51,615.34,131.33,70.91
3,33422,2,1439.51,431.22,55.89,34.66
4,33135,5,636.14,683.89,401.35,250.66
4,33423,2,330.21,782.12,218.19,116.6
4,33181,2,416.97,614.78,131.46,70.91
4,33525,2,303.2,481.97,139.86,55.8
4,33422,2,1439.22,431.1,56.98,35.43
5,33135,5,636.14,683.2,404.41,252.8
5,33423,2,330.0,782.37,217.95,117.1
5,33181,2,418.0,613.93,131.34,70.76
5,33525,2,303.26,482.2,138.91,55.64
5,33422,2,1439.26,431.16,56.1,35.45
5,33530,2,285.39,645.38,123.65,71.58
6,33135,5,634.68,683.26,400.83,253.34
6,33423,2,329.66,782.23,217.62,116.79
6,33181,2,418.74,613.32,131.55,70.56
6,33525,2,302.58,481.89,138.47,56.19
6,33422,2,1439.16,431.33,56.14,35.1
6,33530,2,285.63,644.55,123.99,69.47
7,33135,5,635.29,684.81,401.13,249.97
7,33423,2,329.44,782.13,217.11,116.6
7,33181,2,419.4,613.27,132.41,70.65
7,33422,2,1439.0,431.33,56.77,35.51
8,33135,5,634.2,684.29,397.3,250.47
8,33423,2,329.05,782.1,216.62,116.84
8,33181,2,419.44,613.29,132.39,70.72
8,33422,2,1439.24,431.44,56.57,35.31
8,33525,2,305.14,482.33,140.45,54.94
8,33530,2,285.93,644.35,124.4,68.89
9,33135,5,635.23,683.94,399.57,251.97
9,33423,2,329.17,782.37,216.74,117.1
9,33181,2,419.37,613.14,131.92,70.93
9,33422,2,1439.39,431.44,56.77,35.56
9,33549,2,1874.98,541.42,90.04,96.42
9,33525,2,304.01,482.55,139.63,55.37
10,33135,5,634.39,683.59,397.26,250.31
10,33423,2,328.67,781.86,215.69,116.33
10,33181,2,419.38,613.11,133.48,70.6
10,33422,2,1439.48,431.53,56.66,35.11
