frame,track_id,class_id,x_center,y_center,width,height
1,71830,2,44.4,898.09,88.73,90.85
1,71776,2,278.64,634.57,118.42,64.22
1,71857,2,624.65,459.74,49.83,31.85
1,71778,2,414.36,608.56,119.92,58.08
2,71830,2,44.32,898.09,88.63,90.75
2,71776,2,278.67,634.56,118.46,64.2
2,71857,2,624.75,459.75,49.13,31.61
2,71778,2,414.47,608.58,120.13,58.28
3,71830,2,44.33,898.02,88.63,90.71
3,71776,2,278.69,634.5,119.68,64.52
3,71857,2,624.69,459.69,49.06,31.56
3,71778,2,414.36,608.73,119.87,58.55
4,71830,2,44.29,897.99,88.57,90.75
4,71776,2,278.98,634.47,120.8,64.8
4,71857,2,624.83,460.14,47.94,30.58
5,71830,2,44.33,898.11,88.62,90.84
5,71776,2,278.9,634.31,119.61,64.07
5,71857,2,624.98,459.28,48.89,32.69
5,71778,2,415.55,608.87,122.1,59.16
5,71813,5,479.94,678.96,461.27,258.42
6,71830,2,44.33,897.96,88.65,90.73
6,71776,2,277.77,634.37,117.21,63.86
6,71813,5,478.76,680.03,465.74,258.95
7,71830,2,44.29,898.14,88.58,90.83
7,71776,2,278.46,634.6,117.47,63.91
8,71830,2,44.3,898.07,88.59,90.76
8,71813,5,479.02,678.69,464.11,260.83
8,71778,2,414.47,609.14,121.11,57.73
9,71830,2,44.31,898.07,88.54,90.9
9,71778,2,414.91,608.87,120.97,58.29
9,71776,2,278.43,634.46,119.34,64.38
10,71830,2,44.31,897.89,88.62,90.54
10,71776,2,278.35,634.41,118.27,64.27
