frame,track_id,class_id,x_center,y_center,width,height
1,762,2,894.38,739.34,161.34,126.59
1,765,2,705.64,713.17,202.98,112.88
1,773,2,694.46,918.67,310.37,236.32
2,762,2,896.93,741.98,167.82,131.74
2,765,2,705.9,712.04,201.72,111.94
2,773,2,694.5,919.25,309.58,236.19
2,785,2,465.26,856.21,306.8,230.63
3,762,2,897.52,740.68,167.56,128.86
3,765,2,706.1,711.39,201.84,112.52
3,773,2,695.07,919.34,308.6,235.9
3,785,2,464.56,857.08,308.05,229.74
3,787,2,1131.19,637.03,82.27,74.21
4,762,2,896.98,740.44,166.45,126.47
4,765,2,705.71,711.47,201.54,110.66
4,773,2,694.89,919.19,308.53,234.91
4,785,2,463.8,857.7,308.15,230.56
4,787,2,1134.02,625.85,86.2,68.39
5,762,2,897.88,740.08,167.92,125.95
5,765,2,705.84,711.78,201.83,110.92
5,773,2,694.67,919.33,308.53,234.77
5,785,2,464.02,857.5,310.35,230.71
5,787,2,1136.25,616.86,82.04,62.25
6,762,2,895.23,741.57,162.03,129.02
6,765,2,706.62,710.73,199.71,112.34
6,773,2,694.79,919.38,308.42,234.22
6,785,2,463.73,857.51,311.37,230.55
6,787,2,1138.99,608.88,81.84,62.56
7,762,2,896.53,740.57,165.38,127.78
7,765,2,706.2,711.26,200.95,111.75
7,773,2,694.62,919.45,308.41,234.75
7,785,2,463.89,857.64,311.65,230.65
7,787,2,1143.39,604.35,83.12,65.17
8,762,2,898.0,740.56,166.56,130.31
8,765,2,706.08,712.15,201.72,113.35
8,773,2,694.63,919.38,308.7,234.94
8,787,2,1157.4,597.21,85.4,62.1
9,762,2,897.9,740.17,165.17,130.0
9,765,2,706.25,711.11,200.91,112.93
9,773,2,694.56,919.43,308.64,234.92
9,785,2,463.7,857.99,310.54,229.56
10,762,2,894.72,738.99,156.81,127.01
10,765,2,705.84,710.77,202.71,112.88
10,773,2,694.84,918.76,308.84,235.96
10,785,2,463.7,859.36,307.39,227.48
