frame,track_id,class_id,x_center,y_center,width,height
1,44493,2,636.65,642.82,150.17,73.17
1,44503,2,404.4,733.01,178.23,95.53
1,44513,2,525.33,770.35,230.0,119.46
1,44572,2,140.27,920.98,276.81,165.19
1,44609,0,1453.24,605.1,25.83,57.56
1,44645,0,1191.01,1131.82,65.07,136.35
1,44658,0,1116.86,626.14,25.33,77.23
1,43701,2,682.82,1164.97,211.5,62.41
1,43630,2,622.23,1165.21,331.84,62.59
2,44493,2,636.48,643.22,150.0,72.94
2,44503,2,404.1,732.97,177.67,95.53
2,44513,2,525.11,770.34,230.12,119.43
2,44572,2,140.43,920.63,276.69,165.66
2,44609,0,1454.04,605.08,25.6,57.7
2,44645,0,1182.36,1137.28,76.12,125.43
2,44658,0,1116.59,625.46,24.56,75.31
2,43701,2,676.28,1165.02,224.63,62.45
2,43630,2,618.39,1165.26,339.77,62.73
3,44493,2,636.05,643.2,150.39,72.29
3,44503,2,404.57,732.92,178.21,95.37
3,44513,2,524.85,770.39,230.15,119.63
3,44572,2,140.77,921.17,275.3,162.6
3,44609,0,1453.76,604.91,25.61,57.14
3,44645,0,1173.95,1145.4,65.03,108.22
3,44658,0,1115.04,626.55,25.32,74.52
3,43701,2,674.41,1165.01,227.97,62.38
3,43630,2,618.56,1165.22,338.99,62.65
4,44493,2,635.95,643.19,150.15,72.11
4,44503,2,404.64,733.01,178.36,95.38
4,44513,2,524.88,770.34,229.85,119.57
4,44609,0,1453.88,604.58,25.46,57.12
4,44658,0,1114.57,627.95,25.61,75.97
4,43701,2,668.98,1165.18,237.89,62.05
5,44493,2,636.01,643.14,149.8,71.81
5,44503,2,404.66,733.03,178.31,95.41
5,44513,2,523.24,771.0,231.36,118.62
5,44609,0,1454.39,604.68,25.37,56.82
5,43701,2,666.93,1165.23,242.17,62.07
6,44493,2,636.3,643.54,152.05,70.1
6,44503,2,404.81,733.06,178.23,95.36
6,44513,2,522.52,771.47,232.04,118.13
6,44609,0,1454.5,604.64,24.57,57.67
6,43701,2,669.6,1165.13,237.06,62.17
6,43630,2,619.86,1165.31,336.14,62.44
6,44658,0,1114.7,629.82,24.74,72.18
7,44493,2,636.48,642.8,152.28,71.93
7,44503,2,404.68,733.19,178.23,95.32
7,44513,2,522.12,771.64,232.62,118.22
7,44609,0,1457.51,604.17,24.07,58.08
7,43701,2,671.08,1165.25,234.09,62.1
7,44658,0,1114.91,631.64,27.05,76.25
8,44493,2,636.09,643.05,150.88,71.6
8,44503,2,404.35,733.23,177.43,95.2
8,44513,2,523.59,771.12,231.03,118.8
8,43701,2,666.85,1165.25,242.62,62.28
8,44658,0,1110.96,635.69,33.19,80.75
9,44493,2,635.93,643.51,152.62,69.92
9,44503,2,404.41,733.24,177.84,95.18
9,44513,2,522.62,771.57,231.79,118.4
9,43701,2,665.76,1165.27,244.48,62.24
10,44493,2,635.86,643.32,150.87,71.1
10,44503,2,403.95,733.15,177.2,95.19
10,44513,2,521.97,771.75,232.58,118.56
10,43701,2,665.28,1165.26,245.32,62.13
