frame,track_id,class_id,x_center,y_center,width,height
1,7279,2,1154.97,675.06,97.6,89.44
1,7318,2,857.21,630.36,120.31,82.1
1,6944,2,479.03,628.72,141.57,56.97
2,7279,2,1153.66,671.5,94.03,88.77
2,7318,2,856.59,630.1,121.68,85.36
2,6944,2,479.18,628.88,141.08,57.07
3,7279,2,1153.54,672.22,91.95,89.37
3,7318,2,856.75,631.01,120.86,87.22
4,7279,2,1153.5,672.77,90.62,89.79
4,7318,2,856.85,630.88,120.98,86.51
4,6944,2,477.98,626.26,143.96,60.69
5,7279,2,1153.29,672.93,89.64,90.25
5,7318,2,856.08,629.9,122.84,87.16
6,7279,2,1153.18,673.15,90.03,90.94
6,7318,2,856.6,629.57,121.46,87.4
6,6944,2,477.9,626.29,144.16,60.53
7,7279,2,1153.33,672.79,90.22,91.14
7,7318,2,856.72,629.81,120.79,87.09
8,7279,2,1153.32,672.9,90.48,90.85
8,7318,2,856.63,630.4,121.2,88.12
8,6944,2,477.25,625.82,146.06,60.7
9,7279,2,1153.3,673.08,90.57,90.73
9,7318,2,856.51,630.15,121.17,87.22
9,6944,2,477.46,625.71,145.78,60.65
10,7279,2,1153.33,673.14,90.52,90.56
10,7318,2,856.61,629.93,120.52,86.07
10,6944,2,477.3,625.44,146.34,60.76
