frame,track_id,class_id,x_center,y_center,width,height
1,40216,2,629.73,652.21,140.43,82.33
2,40216,2,629.4,651.88,140.16,81.94
3,40216,2,629.38,652.02,140.12,81.86
3,40451,2,1842.22,543.25,150.39,60.81
4,40216,2,629.68,651.79,140.67,82.0
4,40474,2,1482.44,490.99,119.67,45.2
5,40216,2,629.48,651.91,140.6,82.04
5,40451,2,1808.82,528.88,188.37,71.62
6,40216,2,629.2,651.92,139.65,81.01
6,40451,2,1770.09,533.72,176.2,58.57
7,40216,2,628.56,652.75,139.88,81.76
7,40451,2,1774.14,525.84,169.06,53.75
8,40216,2,628.3,652.96,139.42,82.42
8,40451,2,1805.29,533.79,184.44,59.92
9,40216,2,628.83,652.83,139.25,81.44
10,40216,2,628.57,652.88,139.22,82.02
