frame,track_id,class_id,x_center,y_center,width,height
1,123208,5,1706.84,557.4,425.37,185.28
1,123147,2,309.02,861.31,312.91,163.64
2,123208,5,1546.05,561.17,414.59,168.68
2,123147,2,302.82,859.34,316.88,168.0
3,123147,2,301.62,857.8,318.88,170.17
4,123147,2,300.89,857.85,319.21,169.99
5,123147,2,300.16,857.99,318.62,170.73
5,123375,2,739.87,681.76,91.37,77.95
6,123147,2,300.3,857.92,319.48,169.23
7,123147,2,299.78,858.39,319.3,169.26
8,123147,2,300.12,857.99,320.37,168.82
9,123147,2,300.62,858.57,320.86,168.66
10,123147,2,300.47,857.87,320.88,168.47
