frame,track_id,class_id,x_center,y_center,width,height
1,2953,2,965.69,640.55,99.66,88.83
1,2966,2,858.72,630.17,113.24,80.93
2,2953,2,965.52,640.3,99.94,88.6
2,2966,2,858.44,630.51,113.92,81.86
3,2953,2,965.53,640.12,100.1,88.97
3,2966,2,858.42,630.67,113.85,81.98
4,2953,2,965.48,639.6,100.01,87.73
4,2966,2,858.24,631.4,114.19,83.74
5,2953,2,965.48,639.99,100.31,88.67
5,2966,2,858.25,631.4,113.68,83.44
6,2953,2,965.75,640.21,99.76,88.65
6,2966,2,859.38,632.18,114.94,84.58
7,2953,2,967.81,638.83,96.69,88.92
7,2966,2,865.67,625.3,112.39,75.75
8,2953,2,973.7,630.49,92.22,81.34
8,2966,2,879.03,611.57,100.52,69.92
9,2953,2,981.95,616.98,83.65,80.67
