frame,track_id,class_id,x_center,y_center,width,height
1,2399,2,967.04,669.68,107.6,88.05
1,2403,2,856.04,620.7,84.9,60.98
2,2399,2,966.96,669.66,106.75,88.18
2,2403,2,857.89,620.68,88.15,63.55
2,2367,2,871.45,623.62,116.96,74.0
3,2399,2,967.42,669.76,107.47,88.49
3,2403,2,862.83,620.13,98.13,64.88
4,2399,2,967.26,669.77,107.36,88.37
4,2403,2,859.37,621.45,91.46,63.17
5,2399,2,966.63,669.86,106.57,88.51
5,2403,2,857.41,621.38,87.35,63.36
6,2399,2,966.4,669.88,105.94,88.22
6,2403,2,862.02,622.19,96.63,66.18
7,2399,2,966.41,669.85,106.11,88.53
7,2403,2,857.8,621.05,87.85,62.11
8,2399,2,966.56,669.74,106.48,88.24
8,2403,2,856.76,620.77,86.12,61.42
9,2399,2,966.57,669.86,106.87,88.48
9,2403,2,855.84,620.69,84.07,59.84
10,2399,2,966.68,669.95,106.46,88.49
10,2403,2,856.89,619.77,85.83,61.94
10,2367,2,873.16,622.25,119.65,72.3
