frame,track_id,class_id,x_center,y_center,width,height
1,41364,2,29.16,967.08,58.11,163.3
1,41388,0,1289.05,590.69,34.44,94.39
2,41364,2,29.1,972.93,58.0,176.79
2,41388,0,1289.04,592.84,35.25,97.14
2,41360,2,668.11,698.41,168.34,98.26
3,41364,2,29.1,977.61,57.85,184.53
3,41388,0,1285.9,591.23,47.64,106.32
3,41360,2,664.73,698.65,171.3,97.72
4,41364,2,29.14,968.99,57.71,169.52
4,41388,0,1290.14,591.49,43.73,104.89
4,41360,2,666.18,698.61,172.21,98.52
4,41344,0,1388.59,603.39,29.69,67.15
5,41388,0,1295.63,590.17,42.36,99.82
5,41344,0,1389.87,601.28,32.53,70.74
5,41185,2,681.8,690.18,180.79,97.43
6,41346,0,1404.05,597.08,45.43,73.52
6,41323,2,672.92,639.24,161.66,76.48
8,41185,2,693.52,682.46,150.48,87.94
9,41186,5,174.71,891.86,346.26,333.66
10,41186,5,231.74,882.16,463.48,382.99
10,41323,2,694.09,630.43,142.37,73.93
