frame,track_id,class_id,x_center,y_center,width,height
1,14875,2,1148.83,637.12,85.9,90.09
1,14885,2,1119.89,801.19,150.94,151.89
1,14916,2,881.78,1071.76,414.96,249.1
2,14885,2,1122.17,791.32,146.11,145.47
2,14916,2,881.68,1072.24,414.82,248.97
3,14885,2,1128.49,763.36,128.26,128.35
3,14916,2,881.77,1072.43,414.99,248.62
4,14916,2,881.76,1072.24,415.2,247.22
5,14916,2,885.15,1069.62,409.97,251.48
6,14916,2,908.48,1054.35,392.45,281.42
6,14951,2,1143.37,484.22,91.4,29.83
6,14875,2,1125.54,628.76,79.73,75.63
7,14916,2,969.84,995.14,315.45,285.49
7,14875,2,1123.97,615.52,75.36,70.22
8,14875,2,1143.07,601.81,87.72,67.48
9,14885,2,1103.65,733.28,146.03,133.65
10,14916,2,1030.91,980.57,275.55,294.24
