frame,track_id,class_id,x_center,y_center,width,height
1,19060,2,1128.56,686.95,99.54,91.05
1,19066,2,1016.3,1012.2,277.25,304.69
1,19067,2,1074.38,806.33,165.36,143.65
2,19060,2,1128.32,686.42,99.22,89.58
2,19066,2,1016.19,1012.69,277.88,304.69
2,19067,2,1074.46,806.45,165.56,144.17
2,19098,2,476.15,625.41,144.77,65.65
3,19060,2,1128.37,686.36,99.42,89.7
3,19066,2,1016.06,1012.78,277.98,304.66
3,19067,2,1074.43,806.4,165.46,144.2
3,19098,2,476.99,625.31,143.16,67.28
4,19060,2,1128.22,687.01,98.94,91.36
4,19066,2,1015.9,1011.8,276.7,304.32
4,19067,2,1076.2,806.48,169.11,144.5
4,19098,2,475.92,624.96,145.49,67.38
5,19060,2,1128.28,687.17,99.26,91.8
5,19066,2,1016.26,1011.32,276.86,303.88
5,19067,2,1076.89,806.72,170.99,145.4
5,19098,2,477.72,624.66,141.42,66.37
6,19060,2,1128.26,686.83,98.57,90.94
6,19066,2,1016.07,1011.21,276.44,303.55
6,19067,2,1076.16,806.6,169.81,145.51
6,19147,2,833.2,645.77,122.07,92.3
7,19060,2,1128.41,686.8,98.97,91.15
7,19066,2,1016.12,1011.24,276.21,304.14
7,19067,2,1076.39,806.39,169.9,145.08
7,19147,2,836.47,644.02,120.38,91.24
7,19098,2,477.12,624.61,143.04,65.56
8,19060,2,1128.62,687.96,99.85,93.15
8,19066,2,1016.34,1011.12,276.57,304.2
8,19067,2,1077.23,806.46,171.44,145.1
8,19147,2,837.45,641.17,120.09,96.9
8,19098,2,477.86,624.3,141.84,66.21
9,19060,2,1129.27,688.74,99.83,95.36
9,19066,2,1016.43,1011.21,276.95,304.22
9,19067,2,1077.75,806.77,172.85,145.18
9,19147,2,837.82,642.84,119.77,95.27
9,19098,2,477.05,624.28,143.7,67.53
10,19060,2,1129.62,687.49,98.72,95.03
10,19066,2,1016.3,1011.31,277.31,304.22
10,19067,2,1077.81,806.6,172.92,145.26
10,19147,2,838.33,642.35,119.59,95.58
10,19098,2,477.27,624.57,143.36,66.87
