frame,track_id,class_id,x_center,y_center,width,height
1,36293,5,517.19,723.57,550.24,329.9
2,36293,5,517.56,723.83,551.4,330.24
3,36293,5,518.0,724.08,552.47,330.64
4,36293,5,518.4,724.2,553.22,329.24
4,36387,0,1898.78,898.43,41.14,132.63
5,36293,5,516.97,723.86,552.35,327.73
6,36293,5,518.39,724.06,553.63,329.19
7,36293,5,519.16,723.96,554.19,328.91
8,36293,5,518.63,723.79,554.92,329.26
9,36293,5,516.45,723.26,550.17,329.91
10,36293,5,517.82,722.78,553.31,331.19
10,36429,2,1844.76,452.46,84.77,54.54
