frame,track_id,class_id,x_center,y_center,width,height
1,40823,2,747.11,684.85,194.85,97.66
1,40822,2,586.19,671.05,173.88,109.08
2,40823,2,747.2,685.38,196.38,96.47
2,40822,2,585.59,671.16,173.48,110.39
2,40988,0,1424.33,613.46,43.39,54.37
3,40823,2,747.51,684.56,197.09,97.9
3,40822,2,586.14,671.66,172.29,109.0
3,40988,0,1424.33,613.24,44.24,54.09
4,40823,2,747.54,683.74,196.28,99.17
4,40822,2,586.69,671.8,171.23,108.5
4,40988,0,1424.52,613.26,44.7,54.38
5,40823,2,747.27,684.69,195.92,97.1
5,40822,2,586.55,672.55,170.57,108.02
5,40988,0,1425.05,612.95,42.74,53.8
6,40823,2,747.22,684.0,195.73,98.36
6,40822,2,586.64,672.27,170.43,107.33
6,40988,0,1425.12,612.89,41.75,53.79
6,40867,0,1115.81,653.86,29.05,79.36
7,40823,2,747.4,684.39,195.8,97.52
7,40822,2,586.96,673.33,170.52,106.4
8,40823,2,747.71,683.89,196.39,98.8
8,40822,2,586.66,673.0,170.54,106.98
8,40988,0,1424.55,613.64,40.32,53.65
9,40823,2,747.47,684.7,196.35,97.79
9,40822,2,587.36,673.05,170.09,106.5
9,40988,0,1423.4,614.45,39.33,53.22
10,40823,2,747.07,684.78,196.15,97.03
10,40822,2,587.37,673.18,170.6,106.87
10,40988,0,1424.07,613.65,40.91,53.38
