frame,track_id,class_id,x_center,y_center,width,height
1,42801,2,186.79,825.81,192.73,139.11
1,42756,2,752.52,684.44,210.26,114.86
2,42801,2,186.93,825.74,192.04,139.83
2,42756,2,753.53,684.04,207.97,115.51
3,42801,2,186.77,825.55,191.91,140.21
3,42756,2,758.48,682.52,210.47,113.86
4,42801,2,186.26,825.63,191.15,140.26
4,42756,2,765.76,679.41,207.66,111.31
5,42801,2,191.42,823.71,198.46,139.85
5,42756,2,777.88,675.07,208.64,109.12
6,42801,2,212.49,821.54,209.61,137.25
6,42756,2,788.93,674.0,202.37,105.43
7,42756,2,802.14,664.17,195.13,111.65
