frame,track_id,class_id,x_center,y_center,width,height
1,69699,2,286.0,625.0,124.95,53.58
1,69770,2,690.16,700.52,189.51,107.42
1,69774,2,364.71,828.09,251.45,137.11
1,69775,2,256.38,786.05,273.66,120.01
2,69699,2,286.46,625.18,123.32,52.86
2,69770,2,689.63,700.55,189.83,107.0
2,69774,2,364.8,828.06,251.7,137.07
2,69775,2,256.09,786.28,273.76,120.39
2,69789,2,540.79,684.56,143.31,80.18
3,69699,2,286.24,625.13,123.31,53.08
3,69770,2,689.87,700.72,189.82,106.9
3,69774,2,364.25,828.21,250.48,136.92
3,69775,2,256.08,786.37,273.3,120.73
3,69789,2,541.79,685.02,145.19,79.8
4,69699,2,286.23,624.89,123.01,52.83
4,69770,2,689.57,700.59,191.19,106.64
4,69774,2,364.41,828.03,250.8,136.7
4,69775,2,255.86,786.0,272.65,120.1
4,69789,2,542.16,684.15,145.42,77.46
5,69699,2,286.01,624.81,123.33,52.46
5,69770,2,690.94,700.03,193.23,107.86
5,69774,2,364.77,827.83,251.82,137.03
5,69775,2,255.9,786.23,272.93,120.5
5,69789,2,542.25,683.45,145.87,76.01
6,69699,2,286.04,624.54,123.77,51.9
6,69770,2,690.22,700.21,192.05,107.91
6,69774,2,364.84,827.84,252.17,137.02
6,69775,2,255.97,786.28,273.29,120.85
6,69789,2,541.97,683.75,144.64,76.3
7,69699,2,286.26,623.86,123.29,50.93
7,69770,2,690.17,700.33,190.18,107.55
7,69774,2,364.36,828.07,251.14,136.38
7,69775,2,255.96,786.77,273.19,121.19
8,69699,2,286.6,624.11,123.05,50.82
8,69770,2,688.65,700.14,188.53,106.31
8,69774,2,364.53,827.99,251.55,136.49
8,69775,2,256.21,786.24,273.69,120.11
8,69789,2,540.96,683.47,142.94,75.37
9,69699,2,286.7,624.68,123.27,52.13
9,69770,2,689.22,700.44,187.62,106.4
9,69774,2,364.37,828.03,251.22,136.49
9,69775,2,256.24,786.69,274.29,121.63
10,69699,2,286.66,625.57,123.77,55.21
10,69770,2,688.14,699.36,186.9,106.92
10,69774,2,364.04,828.02,250.59,136.63
10,69775,2,256.32,786.98,274.15,121.97
10,68839,2,416.23,613.34,120.88,56.9
10,69789,2,541.87,683.31,143.95,75.51
