frame,track_id,class_id,x_center,y_center,width,height
1,56965,2,645.95,716.33,196.57,100.85
1,57079,2,253.0,795.54,232.09,116.44
1,57080,2,563.99,680.3,189.11,85.54
1,57006,2,306.55,626.84,155.32,61.37
1,57137,2,264.8,880.11,300.23,152.38
1,57133,0,1065.75,636.69,26.19,64.63
1,57234,0,1091.21,648.7,27.06,67.93
2,56965,2,645.92,716.37,196.81,100.96
2,57079,2,252.85,795.54,231.89,116.85
2,57080,2,563.68,680.3,188.83,85.42
2,57006,2,306.32,626.76,155.2,61.73
2,57137,2,264.17,879.77,298.78,152.48
2,57133,0,1065.96,637.46,25.71,63.78
2,57234,0,1090.7,649.1,26.44,67.6
2,57256,2,455.07,593.65,124.84,55.12
3,56965,2,645.9,716.33,196.79,100.95
3,57079,2,252.55,795.53,231.35,116.73
3,57080,2,563.72,680.29,189.2,85.62
3,57006,2,306.18,626.86,155.41,61.73
3,57137,2,264.51,879.66,298.99,152.15
3,57234,0,1089.43,649.05,27.61,66.59
4,56965,2,644.31,718.39,192.95,99.39
4,57079,2,254.58,794.92,233.74,117.08
4,57080,2,563.82,680.27,188.6,85.75
4,57006,2,305.85,626.75,154.98,62.12
4,57137,2,264.36,879.72,298.4,152.05
4,57234,0,1090.57,646.29,28.39,67.92
5,56965,2,645.23,716.92,195.34,100.99
5,57079,2,253.23,795.17,232.49,116.91
5,57080,2,564.47,680.62,187.64,85.99
5,57006,2,306.04,626.7,154.84,62.25
5,57137,2,264.16,879.61,298.31,152.01
5,57234,0,1093.09,645.7,30.28,70.88
6,56965,2,643.86,718.27,192.52,98.96
6,57079,2,254.77,794.74,234.28,116.94
6,57080,2,564.53,680.32,188.19,85.96
6,57006,2,305.55,626.08,152.31,61.63
6,57137,2,264.54,879.48,298.75,152.2
6,57234,0,1093.72,645.77,30.43,71.72
7,56965,2,645.02,716.54,194.67,99.74
7,57079,2,253.43,795.27,232.44,116.75
7,57080,2,564.63,680.18,188.45,85.76
7,57006,2,306.37,626.59,153.6,61.73
7,57137,2,265.61,879.63,301.51,152.26
7,57234,0,1093.69,645.48,30.04,72.67
7,57256,2,455.49,593.98,124.61,55.92
8,56965,2,644.19,718.05,192.59,98.3
8,57079,2,254.79,794.56,234.18,116.54
8,57080,2,564.29,680.05,188.49,85.7
8,57006,2,306.3,626.72,155.32,61.98
8,57137,2,265.81,879.42,301.52,152.66
8,57234,0,1093.83,645.4,29.94,72.85
8,57256,2,455.24,593.9,124.89,55.83
9,56965,2,643.8,718.58,191.39,97.47
9,57079,2,255.65,794.63,234.84,116.7
9,57080,2,564.17,680.11,187.72,85.29
9,57006,2,306.13,626.83,153.33,61.61
9,57137,2,264.85,879.68,299.35,152.28
9,57234,0,1093.33,644.62,31.0,71.59
10,56965,2,645.01,716.66,194.29,98.91
10,57079,2,253.76,795.16,232.73,116.4
10,57080,2,564.29,680.11,187.54,85.6
10,57006,2,306.35,626.53,155.19,62.44
10,57137,2,264.73,879.64,299.08,152.01
10,57234,0,1093.22,644.31,31.75,71.61
