frame,track_id,class_id,x_center,y_center,width,height
1,16228,2,980.16,638.25,107.6,100.41
2,16228,2,980.47,641.04,108.33,105.78
3,16228,2,980.63,636.77,108.52,97.22
4,16228,2,980.14,635.59,107.53,94.46
5,16228,2,979.84,636.54,107.44,95.8
5,16299,2,1115.52,633.42,81.79,69.24
6,16228,2,979.83,636.71,107.08,97.11
6,16299,2,1116.7,618.73,75.21,68.02
7,16228,2,979.94,636.99,107.57,97.3
7,16299,2,1134.89,606.25,90.45,72.67
8,16228,2,979.93,637.87,107.82,98.5
9,16228,2,979.56,637.01,107.53,100.39
9,16309,2,169.9,777.28,337.69,167.86
10,16228,2,980.06,637.95,108.37,100.78
