frame,track_id,class_id,x_center,y_center,width,height
1,37266,2,685.01,691.67,173.34,90.43
1,37571,0,1191.84,601.63,33.89,72.19
1,37694,0,1454.91,600.9,26.33,58.82
2,37266,2,684.67,691.4,173.34,90.4
3,37266,2,684.9,690.94,173.12,92.07
3,37690,2,199.88,813.9,326.26,150.45
4,37266,2,684.86,691.52,174.56,92.22
4,37628,2,805.36,460.33,52.91,37.06
5,37266,2,685.09,691.54,175.37,93.43
5,37690,2,201.16,813.27,325.06,149.59
6,37266,2,685.2,692.47,175.66,96.35
6,37571,0,1190.16,597.5,30.17,62.79
7,37266,2,686.03,693.98,176.99,98.56
7,37718,0,1496.82,604.39,25.99,62.81
7,37571,0,1190.37,598.21,30.28,62.77
8,37266,2,687.29,693.07,177.96,95.46
8,37718,0,1497.46,604.15,24.84,60.59
8,37571,0,1189.97,597.53,30.55,62.03
8,37690,2,193.23,819.04,331.77,165.9
9,37266,2,688.17,691.76,175.41,93.72
9,37718,0,1497.22,602.66,24.29,59.78
9,37571,0,1189.92,597.6,30.36,62.14
9,37690,2,202.09,819.74,342.3,166.3
10,37266,2,691.05,689.78,168.23,88.42
10,37718,0,1497.36,602.32,23.45,58.97
10,37571,0,1190.14,598.2,30.29,63.24
10,37690,2,206.04,814.65,330.22,156.83
