frame,track_id,class_id,x_center,y_center,width,height
1,102423,2,1417.02,418.66,67.42,34.65
1,101567,2,645.77,648.52,153.46,81.75
2,102423,2,1414.7,419.19,67.44,35.18
2,102449,5,176.65,894.82,353.17,344.95
3,102449,5,255.76,860.41,510.8,395.37
3,101567,2,675.47,639.71,173.06,75.49
4,102423,2,1413.84,419.45,66.09,34.76
5,102171,2,58.9,975.78,117.02,140.87
6,102484,2,551.5,550.01,114.86,59.02
7,102132,2,622.72,733.39,228.78,118.64
10,101917,2,355.93,616.62,147.1,68.75
10,102185,2,393.9,749.6,202.34,100.9
10,102484,2,573.86,564.1,120.25,65.77
