frame,track_id,class_id,x_center,y_center,width,height
1,517,2,856.32,620.67,123.84,77.71
1,716,2,1137.48,716.32,127.57,126.95
2,517,2,856.16,620.52,123.45,79.41
2,716,2,1142.96,687.71,104.64,104.2
2,715,2,469.04,623.3,163.34,72.73
3,517,2,856.75,621.14,122.18,78.65
3,716,2,1138.34,651.78,83.21,81.83
3,715,2,470.15,624.19,161.02,72.95
4,517,2,855.83,621.65,121.92,78.4
4,716,2,1151.58,607.9,82.47,75.09
4,715,2,468.72,625.5,162.42,75.31
5,517,2,855.88,621.48,123.12,78.27
6,517,2,856.19,621.05,125.33,78.57
7,517,2,855.88,620.78,125.72,78.6
8,517,2,855.57,620.87,124.31,79.67
9,517,2,855.58,620.92,123.72,79.33
9,741,0,1659.03,1102.27,130.96,189.44
9,720,0,1498.84,1080.18,101.77,208.17
9,715,2,469.31,624.95,164.24,72.36
10,517,2,855.87,620.7,124.64,78.63
10,720,0,1511.46,1096.74,133.63,193.0
10,715,2,469.17,624.09,163.19,70.55
