frame,track_id,class_id,x_center,y_center,width,height
1,102664,2,315.79,647.34,182.02,80.31
2,103217,2,725.42,679.92,174.29,90.32
2,103219,2,1817.22,706.92,205.21,100.22
3,103217,2,725.34,679.83,174.03,90.06
3,103219,2,1823.43,708.37,191.91,101.0
3,102664,2,316.17,647.48,182.74,81.62
4,103217,2,725.04,679.67,173.99,89.97
4,103219,2,1825.15,708.96,188.36,101.51
4,103233,2,1579.07,765.59,217.55,119.27
4,102664,2,316.2,647.53,182.44,81.56
5,103217,2,725.11,679.5,174.12,89.86
5,103219,2,1826.49,706.1,186.65,99.58
5,103233,2,1582.69,765.29,217.89,119.81
5,102664,2,316.38,646.85,181.76,83.11
5,103245,0,1066.29,653.49,31.68,75.75
6,103217,2,725.35,679.29,173.16,89.39
6,103219,2,1825.99,708.29,187.19,102.12
6,103233,2,1584.2,765.24,218.06,119.44
6,102664,2,315.48,641.19,180.3,91.91
6,103245,0,1065.29,653.41,29.57,72.92
7,103217,2,724.91,679.61,173.96,90.16
7,103219,2,1826.75,706.19,186.26,100.73
7,103233,2,1584.47,764.96,218.25,120.35
7,102664,2,315.98,644.87,181.83,85.34
8,103217,2,724.82,679.54,174.42,89.97
8,103219,2,1825.95,707.92,187.33,101.81
8,103233,2,1584.43,765.15,218.27,119.52
8,102664,2,315.99,645.62,182.94,84.76
8,102905,2,144.16,1015.57,287.6,357.21
9,103217,2,724.74,679.73,174.63,90.1
9,103219,2,1825.72,708.79,187.67,102.25
9,103233,2,1583.76,765.1,218.38,119.9
9,102664,2,315.67,645.21,182.9,83.86
9,102905,2,198.62,1002.71,397.24,388.9
10,103217,2,724.57,679.76,174.64,89.71
10,103219,2,1826.02,706.86,187.63,97.34
10,103233,2,1584.1,765.02,218.59,119.82
10,102664,2,315.68,646.64,182.72,81.71
10,102905,7,238.96,983.89,477.91,419.36
