frame,track_id,class_id,x_center,y_center,width,height
1,5228,5,654.28,863.24,745.21,642.39
1,5243,2,155.76,1016.36,309.02,309.11
2,5228,5,652.43,860.6,741.71,647.47
2,5243,2,155.77,1016.43,309.01,308.43
3,5228,5,654.14,862.36,745.44,644.22
3,5243,2,155.73,1016.59,308.93,308.21
4,5228,5,653.45,862.07,743.86,644.24
4,5243,2,155.79,1016.73,309.05,307.91
5,5228,5,653.79,862.54,744.98,643.27
5,5243,2,155.86,1017.0,309.2,308.01
6,5228,5,654.01,863.47,745.64,644.49
6,5243,2,155.84,1017.01,309.21,308.03
7,5228,5,654.98,863.21,747.61,643.54
7,5243,2,156.07,1017.19,309.7,307.95
8,5228,5,655.6,862.71,749.36,643.79
8,5243,2,156.1,1017.32,309.75,307.84
9,5228,5,654.51,862.89,746.82,643.1
9,5243,2,156.28,1017.57,310.07,308.05
10,5228,5,655.45,862.29,749.25,644.05
10,5243,2,156.23,1017.51,309.98,307.95
