frame,track_id,class_id,x_center,y_center,width,height
1,137769,2,449.53,727.85,209.37,104.1
1,137540,2,281.09,664.79,114.44,65.85
2,137905,2,440.81,597.39,172.06,65.48
3,137846,2,354.35,785.31,247.67,114.12
4,137905,2,446.4,610.78,149.4,65.33
5,137905,2,450.91,610.88,136.32,65.09
5,137922,2,83.74,831.44,167.48,151.06
6,137905,2,452.4,610.44,132.85,63.67
8,137766,2,541.84,650.16,213.65,123.54
8,137905,2,453.23,610.06,132.25,63.49
9,137766,2,538.75,650.36,215.95,126.11
9,137905,2,453.16,610.11,133.37,63.82
9,137970,2,72.74,880.13,145.49,106.15
10,137766,2,537.16,650.01,217.82,127.82
10,137905,2,452.46,610.04,131.94,64.09
10,137922,2,154.99,840.61,309.98,138.41
