frame,track_id,class_id,x_center,y_center,width,height
1,2503,2,991.14,630.05,96.83,76.11
1,2513,2,847.38,779.11,212.28,162.63
2,2503,2,991.08,629.66,96.65,75.65
2,2513,2,849.97,776.83,210.02,161.59
3,2503,2,991.16,629.51,96.45,75.06
3,2513,2,849.96,776.48,209.91,161.25
4,2503,2,991.34,629.47,96.8,75.31
4,2513,2,849.41,777.03,210.42,161.5
5,2503,2,991.33,629.43,96.58,75.16
5,2513,2,848.72,777.73,211.1,162.1
6,2503,2,991.3,629.29,96.74,75.86
6,2513,2,848.22,778.26,211.98,162.55
7,2503,2,991.4,629.85,98.41,74.92
7,2513,2,847.66,778.61,212.29,161.97
8,2503,2,991.78,629.97,98.64,75.6
8,2513,2,846.97,779.5,212.52,163.39
9,2503,2,991.84,630.23,98.05,76.79
9,2513,2,846.53,779.73,212.97,163.49
10,2503,2,991.68,630.26,97.65,76.64
10,2513,2,846.3,780.06,213.17,163.71
