frame,track_id,class_id,x_center,y_center,width,height
1,146957,2,653.08,711.88,199.73,104.28
1,147461,2,273.57,849.11,349.82,175.88
2,147461,2,324.7,835.81,333.0,171.66
2,147283,2,558.6,688.69,182.12,90.54
3,147286,2,431.41,611.74,102.96,60.1
4,146957,2,618.23,719.36,224.98,130.61
5,147286,2,433.13,611.79,122.11,65.25
6,147078,2,276.08,787.76,240.53,120.78
7,147461,2,389.88,821.79,254.36,134.48
7,147286,2,461.84,602.19,135.33,61.0
8,147286,2,463.16,586.09,132.65,62.61
8,146957,2,617.63,728.1,211.82,108.02
9,147286,2,462.11,593.36,134.41,62.2
9,147642,2,184.51,892.27,314.52,162.0
10,147642,2,111.22,883.1,206.75,132.0
