frame,track_id,class_id,x_center,y_center,width,height
1,74460,2,1368.91,391.36,198.34,77.64
1,74469,2,1589.11,392.63,160.41,58.11
1,74347,2,791.19,405.39,189.81,78.27
1,74316,2,1109.94,438.7,173.1,90.7
2,74460,2,1370.29,392.07,194.46,79.43
2,74469,2,1590.81,392.52,160.18,57.77
3,74460,2,1373.02,397.52,185.97,87.99
3,74469,2,1591.92,392.77,160.97,58.3
3,74473,2,973.57,401.6,183.25,73.84
4,74460,2,1357.91,392.8,177.85,79.18
4,74469,2,1591.97,392.87,162.31,59.19
4,74473,2,1014.23,399.05,180.59,70.7
5,74460,2,1361.74,391.14,192.61,78.69
5,74469,2,1597.05,394.25,152.32,59.72
5,74473,2,1048.44,397.56,182.69,71.51
5,74333,2,732.08,459.62,230.43,88.84
6,74460,2,1361.8,390.62,195.08,79.32
6,74469,2,1599.76,394.84,146.91,59.7
6,74473,2,1076.57,399.33,181.99,71.67
6,74482,2,1531.56,431.11,160.59,83.29
7,74460,2,1360.83,390.98,199.11,79.54
7,74469,2,1590.69,394.89,166.19,65.1
7,74473,2,1080.2,396.77,160.19,68.69
7,74482,2,1549.06,426.12,158.53,89.27
7,74316,2,1137.73,443.87,223.61,85.47
8,74460,2,1360.44,390.84,199.37,80.93
8,74469,2,1589.34,395.23,167.68,69.32
8,74473,2,1081.57,398.64,157.97,69.42
8,74482,2,1557.94,422.55,162.39,95.41
8,74486,2,1575.2,407.26,194.22,96.82
8,74316,2,1184.75,443.55,224.61,83.79
9,74460,2,1361.98,390.04,197.88,83.96
9,74469,2,1591.18,395.87,164.93,66.91
9,74473,2,1088.56,399.17,170.35,71.54
9,74482,2,1559.18,421.83,161.11,96.49
9,74486,2,1575.24,402.76,192.53,87.46
9,74316,2,1220.38,442.57,222.18,78.81
9,74337,2,496.75,412.43,221.73,97.58
10,74460,2,1361.05,391.11,197.15,83.21
10,74469,2,1589.17,395.82,169.75,70.5
10,74473,2,1091.44,399.23,177.42,70.96
10,74482,2,1557.31,428.78,158.67,85.28
10,74316,2,1233.75,442.05,220.96,77.23
10,73335,5,1779.35,326.41,280.44,270.02
