frame,track_id,class_id,x_center,y_center,width,height
1,345,2,846.02,633.22,112.83,77.14
1,353,2,972.01,638.54,101.4,95.15
2,345,2,846.05,633.1,114.78,77.08
2,353,2,972.4,638.15,101.4,94.95
3,345,2,846.68,633.73,113.58,76.97
3,353,2,972.47,637.71,102.22,94.77
4,345,2,848.34,634.59,114.95,79.5
4,353,2,972.43,637.6,101.84,98.15
5,345,2,847.21,634.53,111.38,75.73
5,353,2,971.57,640.05,100.51,99.91
5,311,2,485.32,622.96,129.38,69.85
6,345,2,842.16,634.45,100.45,72.78
6,353,2,971.85,638.54,98.98,96.55
7,345,2,833.58,635.72,86.51,69.76
8,345,2,838.98,635.63,96.48,71.9
8,311,2,466.47,622.33,168.62,70.6
8,353,2,973.03,638.08,97.86,95.07
9,345,2,844.77,635.17,107.93,76.7
9,353,2,973.65,637.79,99.36,97.45
10,345,2,846.35,634.95,111.93,77.67
10,353,2,974.04,636.57,97.27,96.4
