frame,track_id,class_id,x_center,y_center,width,height
1,55511,2,316.86,650.09,193.47,76.75
1,55559,2,252.88,810.06,290.35,137.19
1,55692,2,652.84,710.03,199.55,115.61
2,55511,2,316.86,649.83,193.01,76.25
2,55559,2,256.86,807.14,293.35,130.74
2,55692,2,652.41,711.48,193.11,115.85
2,56190,0,1467.23,603.9,34.67,64.04
2,56191,2,264.26,884.46,315.6,163.39
2,56038,7,1834.38,533.42,168.55,73.1
3,55511,2,316.83,649.66,193.15,75.73
3,55559,2,258.78,806.05,295.98,129.09
3,56191,2,264.18,885.79,314.96,161.24
3,56038,7,1833.9,536.68,170.62,80.17
4,55511,2,316.75,649.37,193.84,75.31
4,55559,2,261.05,806.06,300.46,128.29
4,56191,2,264.57,867.95,320.2,196.93
4,56038,7,1833.66,537.51,171.5,81.13
5,55511,2,316.72,649.43,193.2,75.31
5,55559,2,260.17,806.28,299.28,128.15
5,56191,2,264.59,877.64,317.68,178.15
5,56038,2,1832.81,536.1,171.88,80.9
5,55692,2,652.99,711.61,188.2,116.03
6,55511,2,316.72,649.31,192.69,74.91
6,55559,2,259.61,806.47,298.63,128.03
6,56191,2,264.46,882.43,316.86,168.52
6,56038,2,1832.52,535.5,172.01,80.6
6,55692,2,652.42,711.83,188.09,116.38
7,55511,2,316.46,649.16,193.03,74.69
7,55559,2,259.8,806.63,299.67,128.12
7,56191,2,264.6,884.46,316.82,164.24
7,56038,2,1830.75,535.06,175.4,80.1
7,55692,2,652.27,712.0,187.89,116.54
8,55511,2,316.47,649.22,193.12,74.8
8,55559,2,259.54,806.93,300.37,128.22
8,56191,2,264.56,884.9,316.6,162.67
8,56038,2,1829.2,533.65,178.43,78.77
8,55692,2,652.43,711.79,187.26,116.42
9,55511,2,316.29,648.9,192.96,74.1
9,55559,2,258.52,807.22,298.91,128.1
9,56191,2,264.44,884.8,316.74,162.84
9,56038,2,1805.18,532.95,144.32,75.46
9,55692,2,652.09,711.8,187.72,116.45
10,55511,2,316.52,648.94,192.76,74.09
10,55559,2,257.99,807.4,298.53,128.29
10,56191,2,264.18,884.81,316.63,162.94
10,55692,2,651.8,711.79,188.18,116.36
