frame,track_id,class_id,x_center,y_center,width,height
2,71776,2,302.88,629.64,159.31,81.69
3,71776,2,287.69,640.63,132.02,93.7
4,71776,2,279.02,643.92,116.46,89.1
4,71778,2,420.11,610.6,127.14,61.75
5,71776,2,277.28,644.53,112.29,85.71
5,71778,2,420.36,610.23,126.63,61.23
6,71776,2,277.12,645.46,111.81,86.8
6,71778,2,420.34,610.36,126.62,61.26
7,71776,2,277.27,645.81,111.76,87.22
7,71778,2,420.54,610.34,126.86,61.31
8,71776,2,277.77,647.26,112.92,91.18
8,71778,2,420.6,610.3,127.32,61.65
9,71778,2,419.62,610.22,127.73,61.37
10,71778,2,418.92,611.27,127.28,63.06
10,71776,2,278.39,646.44,112.4,93.28
