frame,track_id,class_id,x_center,y_center,width,height
1,76077,2,215.74,885.33,371.79,187.42
1,75438,2,390.99,623.87,164.52,81.21
1,76027,0,1381.1,616.02,30.22,58.19
1,76468,0,1312.4,600.34,27.63,69.07
1,76471,0,1265.68,589.54,27.66,60.5
2,76077,2,215.63,884.94,369.64,187.65
2,75438,2,391.39,623.9,164.38,81.11
2,76471,0,1266.39,590.3,25.99,60.92
2,75454,2,597.21,719.0,267.88,144.67
3,76077,2,218.32,879.49,373.44,183.78
3,75438,2,393.48,623.87,161.22,81.43
3,76027,0,1380.99,607.64,24.53,58.41
4,76077,2,275.85,859.1,330.65,173.82
4,75438,2,372.29,624.06,203.01,82.1
5,76077,2,201.5,849.07,300.75,138.86
5,75438,2,383.0,617.82,181.39,95.24
6,76077,2,184.78,838.1,287.49,122.71
6,75438,2,399.12,617.58,162.55,90.52
6,75454,2,615.52,722.21,231.35,127.2
9,76077,2,198.37,891.67,308.89,161.64
9,75438,2,371.38,632.48,138.12,63.05
10,75438,2,350.77,623.13,136.11,62.05
10,76354,2,1750.71,708.94,235.2,116.38
