frame,track_id,class_id,x_center,y_center,width,height
1,964,2,909.11,736.48,164.3,117.84
1,979,2,200.86,1032.77,400.54,262.68
1,923,2,984.45,628.12,92.28,71.08
2,963,2,671.44,944.04,366.72,247.74
3,973,2,586.11,797.06,264.5,151.0
3,979,2,292.31,1092.41,524.23,188.12
4,979,2,276.89,1010.13,523.2,260.47
4,964,2,924.36,703.22,158.83,128.8
4,963,2,617.35,989.31,443.01,291.82
5,973,2,622.49,769.03,242.6,142.11
6,964,2,955.35,688.39,147.67,109.35
7,893,2,891.28,604.16,89.84,54.86
7,923,2,1023.72,616.95,96.4,75.76
7,973,2,588.76,798.77,293.74,168.14
9,979,2,374.54,936.67,466.09,256.4
9,964,2,968.1,670.34,107.92,86.08
9,893,2,879.6,619.76,104.43,72.34
10,923,2,1010.14,616.8,79.49,61.05
10,973,2,670.21,754.7,232.26,136.75
