frame,track_id,class_id,x_center,y_center,width,height
1,132504,2,614.96,662.57,176.53,80.57
2,132504,2,612.38,664.69,180.27,82.93
3,132504,2,611.04,665.71,181.4,83.71
4,132504,2,611.72,665.35,184.03,84.95
5,132504,2,611.67,664.96,182.06,86.3
6,132504,2,610.92,665.74,182.53,85.08
6,132636,0,1478.71,960.7,53.75,118.32
7,132504,2,611.42,665.04,181.93,86.23
8,132504,2,611.03,666.68,181.64,85.37
9,132504,2,612.16,667.06,182.43,86.62
10,132504,2,610.6,667.74,188.22,91.14
10,132720,2,220.75,822.8,268.41,119.68
