frame,track_id,class_id,x_center,y_center,width,height
1,9020,2,863.36,631.98,110.94,85.22
1,9079,2,868.89,748.69,187.39,131.39
1,9063,2,959.44,641.37,96.88,89.33
2,9020,2,863.1,632.09,110.29,84.62
2,9079,2,867.67,749.75,187.88,131.06
2,9063,2,959.57,640.86,97.09,89.12
2,8990,2,479.53,624.67,139.14,66.51
3,9020,2,863.14,632.25,111.03,84.99
3,9079,2,867.37,749.84,187.87,131.21
3,9063,2,959.36,640.88,97.09,88.99
4,9020,2,863.13,630.8,110.69,83.58
4,9079,2,867.06,750.05,187.46,131.07
4,9063,2,959.47,640.42,97.09,90.46
5,9020,2,863.12,631.83,110.4,86.5
5,9079,2,866.88,750.09,187.82,131.29
5,9063,2,960.24,640.93,95.48,89.2
6,9020,2,863.28,632.02,110.54,86.07
6,9079,2,866.82,749.94,188.08,131.64
6,9063,2,959.31,641.07,96.89,89.72
7,9020,2,863.53,631.52,110.21,85.78
7,9079,2,866.67,750.13,188.17,131.38
7,9063,2,959.04,641.06,97.95,89.21
7,9118,7,657.41,913.94,308.08,244.61
8,9020,2,863.69,631.86,110.81,86.73
8,9079,2,868.57,748.54,187.72,131.45
8,9063,2,959.54,641.26,96.42,89.28
9,9020,2,863.41,631.85,110.48,86.66
9,9079,2,869.27,748.01,187.44,131.61
9,9063,2,958.78,641.22,97.49,89.97
10,9020,2,863.88,631.64,111.76,85.94
10,9079,2,869.64,747.74,187.27,131.4
10,9063,2,958.73,640.91,98.21,92.14
10,9118,7,657.07,914.51,307.71,245.91
