frame,track_id,class_id,x_center,y_center,width,height
1,170340,0,1160.13,593.7,19.59,55.82
1,170343,0,1116.11,616.29,27.36,62.91
1,169637,2,207.28,1083.0,412.6,217.17
2,170340,0,1159.61,593.8,19.49,56.61
2,170345,0,963.72,1028.34,52.51,153.32
2,170346,0,1064.25,645.45,27.01,67.7
2,170348,0,1206.84,607.75,24.87,70.88
3,170340,0,1157.66,593.55,20.39,56.03
3,170346,0,1064.06,645.49,26.72,67.12
4,170346,0,1063.72,645.85,26.83,66.72
5,170346,0,1063.1,646.34,26.82,65.66
5,170360,0,1185.56,610.99,25.61,71.51
6,170346,0,1062.88,646.57,27.0,66.16
6,170360,0,1184.95,611.01,27.31,71.98
7,170346,0,1063.05,646.42,26.65,66.59
7,170360,0,1184.9,611.27,28.04,71.6
7,170343,0,1114.41,615.96,25.09,63.33
8,170346,0,1063.2,646.18,26.19,65.95
8,170360,0,1184.66,611.35,28.13,71.15
8,170343,0,1114.45,615.67,24.9,63.91
9,170346,0,1063.18,646.23,26.38,66.33
9,170360,0,1184.4,611.08,28.03,71.56
9,170370,0,979.38,743.36,36.64,95.3
10,170346,0,1063.37,646.01,26.47,66.8
10,170360,0,1184.15,610.67,27.98,72.19
10,170370,0,980.79,725.08,33.63,93.97
10,170375,2,384.97,623.1,157.34,76.97
10,170343,0,1114.59,615.33,26.01,65.02
