frame,track_id,class_id,x_center,y_center,width,height
1,63934,2,673.01,702.14,205.73,105.68
1,63943,2,592.65,666.59,166.84,76.76
1,63924,2,426.58,577.01,121.96,52.33
1,63959,2,342.84,759.86,202.92,103.07
1,63962,2,370.45,770.83,261.66,128.46
2,63934,2,672.8,702.34,206.75,105.46
2,63943,2,595.72,665.33,170.47,76.57
2,63924,2,426.06,575.73,122.8,55.6
2,63959,2,343.16,760.12,203.39,103.43
2,63962,2,371.64,776.3,263.73,141.61
2,63990,2,274.84,550.1,123.94,63.66
2,63992,2,41.22,884.95,82.37,96.46
3,63934,2,675.32,701.09,201.2,103.52
3,63943,2,596.95,664.73,172.13,76.21
3,63924,2,427.88,576.14,121.18,52.21
3,63959,2,342.72,760.42,203.31,103.99
3,63962,2,372.03,778.41,264.3,146.3
3,63990,2,272.42,548.64,121.53,58.61
3,63992,2,41.25,884.71,82.42,96.23
4,63934,2,676.43,700.32,198.66,102.82
4,63943,2,593.75,665.96,169.42,76.61
4,63959,2,343.01,760.59,203.86,104.47
4,63962,2,368.63,791.25,273.43,168.58
4,63990,2,272.64,547.65,119.56,57.16
4,63992,2,41.07,884.89,81.93,96.2
5,63934,2,676.65,700.05,198.2,102.88
5,63943,2,596.3,664.99,171.95,76.41
5,63962,2,370.49,783.64,268.14,155.26
5,63990,2,284.34,544.46,91.3,51.62
5,63992,2,40.89,884.99,81.69,96.36
5,63924,2,405.88,571.71,147.13,64.61
6,63934,2,677.04,700.41,197.96,103.13
6,63943,2,594.17,666.14,169.3,76.63
6,63962,2,371.38,779.99,265.92,149.47
6,63992,2,41.02,885.11,81.84,96.55
6,63959,2,343.88,760.41,205.21,104.04
7,63934,2,677.08,700.04,198.13,103.28
7,63943,2,593.26,666.74,167.15,76.87
7,63962,2,371.23,779.46,265.78,148.69
7,63959,2,343.56,760.73,205.5,104.67
7,63924,2,419.83,574.39,129.6,54.5
8,63934,2,676.85,699.78,197.73,102.76
8,63943,2,593.04,666.83,166.9,77.02
8,63962,2,371.49,778.94,265.68,148.33
8,63959,2,343.41,760.94,205.02,105.18
8,64016,0,1067.01,629.47,29.06,63.73
8,63924,2,424.7,576.35,126.64,53.68
8,63992,2,41.19,884.91,82.12,96.12
9,63934,2,673.94,701.5,203.41,104.87
9,63943,2,592.98,666.62,166.47,76.51
9,63962,2,371.65,778.86,265.3,148.28
9,63924,2,426.17,576.9,125.46,53.54
9,63992,2,41.26,885.8,82.22,98.13
10,63934,2,672.65,701.9,205.35,105.34
10,63943,2,596.81,665.55,171.95,77.06
10,63962,2,371.94,778.96,264.78,148.52
10,63924,2,426.63,577.29,125.29,53.38
10,63992,2,41.27,886.39,82.27,99.71
