frame,track_id,class_id,x_center,y_center,width,height
2,3127,0,1590.7,1095.96,119.42,207.2
2,3128,0,1613.98,816.1,56.8,125.08
3,3127,0,1583.46,1092.2,105.98,215.38
3,3128,0,1612.1,816.63,50.95,126.25
4,3128,0,1615.18,815.49,55.18,126.68
5,3128,0,1613.85,814.67,51.17,126.53
5,3116,0,1656.46,1095.1,93.97,209.61
7,3127,0,1572.21,1012.32,96.24,179.55
7,3116,0,1684.32,1086.92,122.27,220.32
8,3127,0,1570.15,1075.72,102.35,197.83
8,3116,0,1687.38,1074.72,121.05,222.03
8,3128,0,1628.26,822.18,53.58,127.03
