frame,track_id,class_id,x_center,y_center,width,height
1,17685,2,860.75,639.84,130.34,87.15
1,18013,2,651.92,756.21,239.27,134.51
2,17685,2,860.74,639.97,130.46,88.09
2,18013,2,651.83,756.33,239.33,134.43
3,17685,2,862.98,636.14,124.52,87.25
3,18013,2,652.01,756.24,239.33,134.48
4,17685,2,868.67,631.32,124.76,81.39
4,18013,2,651.71,756.53,238.99,134.58
5,17685,2,877.04,626.85,123.03,76.98
5,18013,2,651.63,756.57,239.03,134.5
6,17685,2,883.95,622.37,116.07,76.07
6,18013,2,651.54,756.5,239.33,134.49
7,17685,2,887.7,620.12,113.41,76.2
7,18013,2,651.68,756.56,239.17,134.56
8,17685,2,888.99,619.45,112.1,76.52
8,18013,2,651.58,756.39,239.05,134.2
9,17685,2,889.4,619.07,111.72,75.98
9,18013,2,651.5,756.48,238.95,134.55
10,17685,2,889.49,618.52,111.12,75.98
10,18013,2,651.9,756.13,239.69,133.29
