frame,track_id,class_id,x_center,y_center,width,height
1,131310,2,282.61,791.04,257.98,127.18
1,131311,2,1513.27,498.7,119.3,42.63
2,131310,2,267.04,800.42,258.62,124.55
2,131345,0,1016.18,668.82,31.83,69.77
2,131347,2,395.72,628.57,143.75,66.21
2,131350,2,666.68,699.9,225.45,112.5
2,131351,2,754.32,443.75,47.87,24.14
3,131310,2,261.17,804.15,259.26,125.07
3,131345,0,1015.73,668.11,31.75,69.77
3,131347,2,395.79,628.55,143.62,66.14
3,131350,2,665.72,700.51,226.13,111.47
3,131351,2,754.36,444.28,48.32,23.96
4,131310,2,259.99,804.4,258.14,122.69
4,131345,0,1015.74,667.57,31.93,70.69
4,131347,2,396.44,627.95,144.26,66.54
4,131350,2,665.45,700.83,225.5,111.11
4,131311,2,1498.31,496.43,127.65,44.13
5,131310,2,259.46,805.1,258.99,123.57
5,131345,0,1016.06,667.54,32.03,70.81
5,131347,2,396.09,628.08,144.31,66.03
6,131310,2,259.46,805.03,259.04,123.33
6,131345,0,1016.13,667.71,32.13,70.79
6,131347,2,395.96,626.94,144.3,68.42
6,131350,2,668.86,699.31,217.59,110.34
7,131310,2,259.71,804.72,258.46,122.72
7,131345,0,1016.01,667.77,32.11,71.0
7,131347,2,396.65,627.3,144.87,67.27
7,131350,2,666.64,700.37,222.69,110.93
8,131310,2,259.57,804.7,258.4,123.18
8,131345,0,1016.24,668.11,30.87,69.58
8,131347,2,396.86,627.54,145.0,66.64
8,131350,2,668.43,699.71,216.1,107.52
8,131311,2,1470.48,499.4,124.97,43.55
9,131310,2,256.64,804.92,240.8,119.02
9,131345,0,1016.57,668.1,30.55,70.16
9,131347,2,396.43,628.16,145.31,66.59
10,131310,2,258.82,804.56,251.71,121.56
10,131350,2,666.21,700.68,224.16,109.99
