frame,track_id,class_id,x_center,y_center,width,height
1,22919,2,981.59,640.28,85.0,84.93
1,22828,2,839.6,642.64,105.4,82.2
1,22939,2,893.77,746.93,173.57,129.7
1,22943,5,404.2,935.07,805.59,512.86
1,22493,2,476.67,628.76,147.1,62.09
2,22919,2,981.8,639.47,86.14,84.03
2,22828,2,838.94,644.61,104.9,82.49
2,22939,2,892.76,746.82,176.72,129.45
2,22943,5,409.58,933.7,816.82,517.25
2,22493,2,477.88,628.9,144.99,60.15
3,22919,2,982.08,639.75,85.75,82.87
3,22828,2,837.27,642.71,100.53,80.95
3,22939,2,892.56,746.25,175.77,129.2
3,22943,5,410.96,932.49,819.95,516.59
3,22493,2,477.07,627.86,146.65,60.18
4,22919,2,981.58,639.99,84.73,84.12
4,22828,2,838.67,641.84,103.28,79.81
4,22939,2,892.81,746.79,175.03,129.12
4,22943,5,410.84,931.92,819.69,516.63
4,22493,2,478.79,627.52,142.32,61.32
5,22919,2,981.12,639.04,84.09,83.37
5,22828,2,837.96,643.58,103.17,82.46
5,22939,2,892.72,746.12,174.38,130.27
5,22943,5,409.58,933.65,817.26,515.89
5,22493,2,476.85,626.49,145.75,62.57
5,22879,2,1126.26,625.36,74.84,67.09
5,22866,2,981.28,1046.1,341.63,304.07
6,22919,2,981.5,638.95,84.41,83.06
6,22828,2,837.48,642.17,101.53,80.3
6,22939,2,893.11,746.77,173.32,129.7
6,22943,5,409.24,934.45,816.29,516.97
6,22493,2,476.38,625.4,147.09,63.26
7,22919,2,981.45,639.19,85.11,82.63
7,22828,2,836.29,644.46,99.81,81.82
7,22939,2,892.67,746.65,174.11,130.89
7,22943,5,408.69,935.04,815.34,517.19
7,22493,2,475.79,625.26,147.64,62.14
8,22919,2,980.89,640.02,85.27,82.3
8,22828,2,836.5,643.68,99.86,80.15
8,22939,2,892.58,746.01,174.29,129.89
8,22943,5,408.15,933.85,814.21,515.69
8,22866,2,947.94,1067.09,383.27,255.61
9,22919,2,980.77,638.34,86.19,83.3
9,22828,2,836.21,643.1,99.74,80.5
9,22939,2,892.49,746.69,174.89,129.59
9,22943,5,407.75,933.22,813.73,514.62
9,22962,0,151.73,636.03,39.72,102.84
9,22493,2,476.14,625.86,146.85,62.96
10,22919,2,980.54,637.78,84.08,81.55
10,22828,2,841.63,644.67,110.53,83.34
10,22939,2,892.41,746.16,174.97,129.0
10,22943,5,407.14,933.72,813.32,514.59
10,22493,2,475.4,625.07,148.79,64.54
10,22879,2,1130.14,616.66,78.39,72.99
